sentence;url;place;lat;lon;sentiment_score;sentiment
Refugee Camp is home to 80,000 Syrians – over half of them children – and is now Jordan’s fourth biggest city.;https://www.sbs.com.au/food/article/2018/06/22/syrian-shawarma-shop-adam-liaw-wishes-was-australia;Jordan;31.0;36.0;-0.083;negative
Refugee Day is observed every year on 20 June to raise awareness on the situation of refugees throughout the world.;http://informativenews.co.ls/2018/06/22/tyli-celebrates-world-refugee-day/;Lesotho;-29.5;28.5;0.0;neutral
migrant crisis is definitely not going away.;https://www.worldcrunch.com/world-affairs/hardline-on-immigration-human-rights-or-democratic-will;Mexico;23.0;-102.0;0.0;neutral
migrants is to Islamize Europe and Germany.;https://www.frontpagemag.com/fpm/270518/german-immigration-policy-and-jew-hate-joseph-puder;Afghanistan;33.0;65.0;0.0;neutral
migrants and is reportedly under investigation in several states over its practices.;https://www.clickondetroit.com/news/politics/she-got-her-son-back-after-suing-the-trump-administration;United States;38.0;-97.0;0.0;neutral
Refugee Resettlement, is the agency tasked with caring for the thousands of children who have been forcefully taken—forcibly taken from their parents.;https://www.democracynow.org/2018/6/22/immigrant_parents_search_for_children_snatched;United States;38.0;-97.0;0.0;neutral
Refugee Day is held every year on June 20 to commemorate the courage and strength of millions of refugees forced to flee their home countries because of increasing violence, this year Project Promise wanted to stand in support of refugee families by shining the spotlight on their plight.;https://www.environmentguru.com/pages/elements/element.aspx?id=6850848;United States;38.0;-97.0;-0.3;negative
Refugee Resettlement, is housing the children and has housed unaccompanied minors since 2010.;http://accesswdun.com/article/2018/6/684340;United States;38.0;-97.0;0.0;neutral
migrant family is to practically guarantee that its members will remain in the shadows, leaving unaccompanied children to find a home elsewhere—likely in foster care, with strangers.;https://www.theatlantic.com/politics/archive/2018/06/the-gop-has-chosen-white-nationalism-over-family-values/563429/;United States;38.0;-97.0;0.0;neutral
asylum seekers who are already in the United States circumvent the agreement by crossing the Canadian border at irregular sites, including Roxham Road in Québec.;https://www.huffingtonpost.ca/the-conversation-canada/trump-canada-refugees_a_23459358/;United States;38.0;-97.0;0.0;neutral
refugees are coming to us regularly now and the majority of those are Muslim,” he said.;https://www.sthelensreporter.co.uk/news/church-leader-to-update-strategy-for-residents-wellbeing-1-9217186;Syria;35.0;38.0;0.0;neutral
migrants are being held at a detention center in New Mexico over alleged attempts to enter the United States illegally, according to the Hindu.;https://littleindia.com/42-detained-in-new-mexico-over-illegal-entry-into-u-s/;United States;38.0;-97.0;-0.141;negative
migrants that is ultimately far crueller, and which is being pursued beneath our noses in Europe.;https://www.spectator.co.uk/2018/06/turning-back-boats-may-be-the-most-humane-response-to-the-migrant-crisis/;Germany;51.0;9.0;0.1;positive
Migrant flows are still high by historical standards, and the UN estimates there are potentially 65 million refugees and migrants on the move around the world.;http://news.kuwaittimes.net/website/immigration-fears-fuel-crisis-in-western-politics/;United States;38.0;-97.0;0.053;positive
migrant children are sent to military bases.;https://www.ndtv.com/world-news/donald-trump-tries-to-defuse-immigrant-crisis-but-policy-hit-by-confusion-1871414;Mexico;23.0;-102.0;-0.1;negative
migrants are treated badly.;http://news.trust.org/item/20180622220723-zianq;Italy;42.83;12.83;-0.7;negative
refugees who are legally resident in the country of refuge.”;https://www.courthousenews.com/eu-magistrate-backs-refugee-status-refusals/;Switzerland;47.0;8.0;0.2;positive
refugee policy is probably one of the most admirably human endeavours that has ever existed.;https://www.msn.com/en-gb/news/world/after-the-terror-of-war-and-the-harrowing-escape-heres-what-its-really-like-to-be-a-refugee-in-britain-today/ar-AAz0LoW;Mongolia;46.0;105.0;0.25;positive
migrants are being denied rights guaranteed by the United States Constitution.;https://truthout.org/articles/rights-for-undocumented-migrants-must-be-taken-from-the-ruling-class/;United States;38.0;-97.0;0.0;neutral
asylum seekers are treated “the next worst thing,” and calling Trump’s Homeland Security Secretary Kristjen Nielsen “fjull of shjit.”;https://www.yahoo.com/entertainment/samantha-bee-homeland-security-secretary-kirstjen-nielsen-fjull-032733607.html;United States;38.0;-97.0;-0.5;negative
refugees is making huge headlines in the US tonight;http://7newsbelize.com/sstory.php?nid=45189;Belize;17.25;-88.75;0.4;positive
migrants detained are asylum seekers from Guatemala, El Salvador and Honduras, who have fled their countries because of insecurity, violence and violations of their human rights.;https://reliefweb.int/report/united-states-america/un-experts-us-release-migrant-children-detention-and-stop-using-them;Guatemala;15.5;-90.25;0.0;neutral
Refugee populations are naturally vulnerable to the temptation offered by drug money;https://nation.com.pk/22-Jun-2018/the-new-drug-menace;British Indian Ocean Territory;-6.0;71.5;-0.5;negative
migrant who is going to reassure viewers that Trump's immigration policies aren't at all cruel to children.;https://crooksandliars.com/2018/06/sinclair-forces-stations-air-propaganda;Mexico;23.0;-102.0;-1.0;negative
migrants there are subject to indefinite detention, physical abuse, forced labour and extortion.;https://af.reuters.com/article/libyaNews/idAFL8N1TN5IN;Germany;51.0;9.0;-0.156;negative
"migrants are not legitimate asylum seekers, DeSaulnier stressed: ""Most of these are people who have suffered.";http://abc7news.com/politics/californias-rep-desaulnier-denounces-reported-concord-immigration-detention-camp/3638373/;Australia;-27.0;133.0;0.5;positive
migrants are being processed, and deported, not the number of new arrivals, which is slowing substantially.;https://www.msn.com/en-za/news/africa/libya-turmoil-a-hurdle-for-eus-north-africa-migration-centre-plan/ar-AAyZUoy;Germany;51.0;9.0;0.136;positive
asylum seekers are normally not detained or separated from their children;https://www.newsbusters.org/blogs/nb/brad-wilmouth/2018/06/21/cnn-msnbc-conflate-legal-asylum-seekers-illegal-immigrants;North Korea;40.0;127.0;-0.075;negative
migrants are instrumental in committing the worst kind of crimes.;https://blogs.tribune.com.pk/story/68406/trumps-policy-and-melanias-jacket-prove-one-thing-they-simply-dont-care/;Mexico;23.0;-102.0;-0.2;negative
"refugees is their return to Syria in a safe and dignified manner,"" he told reporters.";https://www.expatica.com/de/news/country-news/Syria-conflict-Germany-Lebanon-refugees_1937072.html;Germany;51.0;9.0;0.5;positive
migrants are reported to have drowned off in two days, bringing to at least 1,000 the number to die this year on the main migratory route linking and Europe, the UN has said.;https://www.business-standard.com/article/pti-stories/more-than-1-000-migrants-drowned-in-mediterranean-in-2018-un-118062200092_1.html;Libya;25.0;17.0;-0.078;negative
refugees are hosted in and by developing countries, including in Africa.;http://www.xinhuanet.com/english/2018-06/23/c_137274465.htm;Central African Republic;7.0;21.0;0.0;neutral
refugees are the future of America.;http://www.startribune.com/recent-st-thomas-grad-helps-clear-a-path-for-fellow-refugees/486204261/;United States;38.0;-97.0;0.0;neutral
migrants are from 16 countries and speak 13 languages.;http://www.tribuneindia.com/news/nation/52-indians-detained-in-inhuman-conditions-in-oregon-in-us-activists/609051.html;British Indian Ocean Territory;-6.0;71.5;0.0;neutral
migrants are illegal immigrants who, in some cases, literally showed up yesterday.;http://www.jewishworldreview.com/0618/lowry062218.php3;Israel;31.5;34.75;-0.5;negative
migrant children are said to have been taken — many without Mayor Bill de Blasio’s knowledge, according to CNN.;https://www.yahoo.com/news/inside-n-y-c-facility-224546580.html;United States;38.0;-97.0;0.5;positive
asylum seekers is a humanitarian catastrophe.;http://www.thetablet.co.uk/features/2/13669/the-good-samaritan-s-dilemma-what-light-does-catholic-social-teaching-cast-on-the-moral-issues-surrounding-mass-migration-;Germany;51.0;9.0;0.0;neutral
migrants are being put in.”;http://www.altoonamirror.com/news/local-news/2018/06/locals-rally-demand-immigrant-reunions/;United States;38.0;-97.0;0.0;neutral
migrants are today.;https://www.theguardian.com/world/2018/jun/22/matteo-salvini-a-political-chameleon-thriving-on-fears;Germany;51.0;9.0;0.0;neutral
migrant children, are in the U.S. illegally.;http://www.thecommonsenseshow.com/shocking-lack-of-girls-among-immigrant-refugees-reveals-horrifying-truth-theyre-raped-murdered-kidnapped-and-trafficked-before-they-reach-our-border/;United States;38.0;-97.0;-0.5;negative
"refugees are becoming more common place, and with the acceleration of global warming, the impact of these crises will be even more detrimental.""";https://phys.org/news/2018-06-natural-disasters-world.html;Australia;-27.0;133.0;0.23;positive
refugees are barred from owning property in Lebanon and working in most sectors.;https://thearabweekly.com/palestinian-youth-lebanon-see-no-hope-future;Lebanon;33.83;35.83;0.5;positive
refugees are so closely linked to the first world war and its subsequent ramifications that you have a continuum.;http://www.studiointernational.com/index.php/philip-baldwin-and-monica-guggisberg-interview-under-an-equal-sky-canterbury-cathedral;China;35.0;105.0;0.125;positive
refugee and are fleeing persecution.;https://www.theglobeandmail.com/opinion/editorials/article-globe-editorial-to-protect-canadas-immigration-system-our-borders/;Nigeria;10.0;8.0;0.0;neutral
migrants are not criminals or terrorists.;https://www.catholic.org/news/politics/story.php?id=77533;Israel;31.5;34.75;0.0;neutral
refugee is a person who is unwilling and/or unable to return to his or her home country and obtain protection in that country because of past prosecution or a well-founded fear of being prosecuted in the future due to the following factors:;https://www.reporternews.com/story/news/texasregion/2018/06/22/asylum-united-states-how-works-and-who-eligible-protection-immigrants/725350002/;United States;38.0;-97.0;-0.175;negative
refugees are unable to be safely reunited with their families, despite calls from the Red Cross and the United Nations to open channels.;https://www.theguardian.com/commentisfree/2018/jun/22/theresa-mays-family-separations-trump-children-britain-immigration;United States;38.0;-97.0;0.0;neutral
migrants is only in the minds of Europeans who do not want to help migrants leave their “refugee crisis” so that they receive handouts and other forms of humanitarian aid in Europe.;https://www.novinite.com/articles/190757/EU+Looks+to+Screen+Migrants+in+Africa+to+Stop+Boatloads;Malta;35.83;14.58;-0.062;negative
refugees who are fleeing war and hunger,” the pope said.;https://www.huffingtonpost.com/entry/pope-francis-every-country-should-welcome-as-many-refugees-as-possible_us_5b2d0605e4b0321a01d0951b;Switzerland;47.0;8.0;0.0;neutral
refugees are evacuated from the southern Lebanese village of Shebaa on April 18, 2018, to return to their home village of Beit Jinn near Damascus (photo by: Ali DIA/AFP);https://www.al-monitor.com/pulse/contents/afp/2018/06/syria-conflict-germany-lebanon-refugees.html;United States;38.0;-97.0;0.05;positive
refugees who are experiencing trauma, relapses and psychological torture.”;https://www.softpower.ug/govt-unhcr-to-separate-rival-s-sudanese-refugees-after-4-die-in-violence/;South Sudan;15.0;30.0;0.0;neutral
refugee movement is becoming a tsunami, and tsunamis are almost impossible to defend against!;http://www.independent.com/news/2018/jun/22/worldwide-immigration-problem/;Italy;42.83;12.83;-0.192;negative
migrant children are under scrutiny amid confusion over President Donald Trump’s order to stop separating migrant children from families detained while crossing into the U.S. illegally.;http://mynorthwest.com/1026590/the-latest-separated-7-year-old-migrant-mom-are-reunited/;United States;38.0;-97.0;-0.5;negative
refugees are integrating into German society.;http://www.dw.com/en/worldlink-a-clash-of-identity-in-germany/av-44342859;Ukraine;49.0;32.0;0.0;neutral
migrant children are under scrutiny amid confusion over President Donald Trump's order to stop separating migrant children from families detained while crossing into the U.S. illegally.;https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12076181;United States;38.0;-97.0;-0.5;negative
Refugee Day is commemorated on 20th of June every year.;http://allafrica.com/stories/201806220667.html;Germany;51.0;9.0;0.0;neutral
Refugee Resettlement are routinely drugging detained child migrants with psychotropics without their parents consent, according to legal filings.;http://www.hottalkradio.com/news/2018/06/21;Argentina;-34.0;-64.0;0.2;positive
migrants are precisely the ones voting illegally.);https://truthout.org/articles/how-the-case-for-voter-fraud-was-tested-and-utterly-failed/;United Kingdom;54.0;-2.0;-0.05;negative
migrant children are being routinely and forcibly given a range of psychotropic drugs at US government-funded youth shelters to manage their trauma after being detained and in some cases separated from parents;https://www.independent.co.uk/news/world/americas/us-immigration-youth-centres-children-drugs-force-texas-shiloh-a8411991.html;United States;38.0;-97.0;0.5;positive
migrant girl is now emblazoned across the cover of TIME Magazine, once again proving how the news establishment is steeped in fake news and false insinuations meant to deceive the public.;https://www.naturalnews.com/2018-06-21-all-faked-fake-photo-fake-news-fake-media-and-the-engineering-of-fake-outrage-to-push-an-open-borders-invasion-of-america.html;United States;38.0;-97.0;-0.3;negative
migrants is pictured 10 April 2006 in Raymondville, Texas.;https://www.aol.com/article/news/2018/06/22/white-house-accuses-democrats-and-media-of-exploiting-toddler-photo/23465943/;United States;38.0;-97.0;0.0;neutral
migrant advocates are struggling to track down the parents of the 2,300 immigrant kids already in federal custody.;https://qz.com/1311767/department-of-homeland-securitys-faulty-records-list-immigrant-children-under-the-wrong-name-and-age/;United States;38.0;-97.0;-0.156;negative
"migrants is one thing, separating children from their parents is something entirely different (""Time magazine cover puts crisis at Trump's feet"", smh.com.au, June 22).";https://www.smh.com.au/national/nsw/wealthy-are-laughing-all-the-way-to-the-bank-20180622-p4zn65.html;Australia;-27.0;133.0;0.0;neutral
refugees is obvious, it has to be viewed within a larger narrative pertaining to the rapidly changing political landscape in Europe and the crises under way in the Middle East and North Africa.;https://www.counterpunch.org/2018/06/22/end-the-wars-to-halt-the-refugee-crisis/;Germany;51.0;9.0;0.0;neutral
Refugee Resettlement are routinely drugging detained child migrants with psychotropics without their parents’ consent, according to legal filings.;https://www.yahoo.com/news/migrant-children-drugged-without-consent-205507078.html;United States;38.0;-97.0;0.2;positive
refugees are making a desperate attempt to escape the absolutely murderous situation in Libya.;http://www.wsws.org/en/articles/2018/06/22/refu-j22.html;Germany;51.0;9.0;-0.2;negative
migrants who are caught crossing the border illegally.;https://www.northjersey.com/story/news/new-jersey/2018/06/21/nj-joins-multi-state-lawsuit-against-trump-over-family-separations/723107002/;United States;38.0;-97.0;-0.5;negative
refugee is required to go through extensive vetting, including a series of very rigorous interviews by the Department of Homeland Security.;https://www.catholic.org/news/national/story.php?id=77535;United States;38.0;-97.0;0.1;positive
migrant camps are all over the world.;https://sputniknews.com/analysis/201806221065648225-usa-un-exit-human-rights/;Afghanistan;33.0;65.0;0.0;neutral
refugee protection is afforded to those fleeing persecution and to avoid the perilous journey and a crisis at the border,” said Eskinder Negash, President/CEO of USCRI.;https://reliefweb.int/report/united-states-america/uscri-stands-protection-children;Honduras;15.0;-86.5;0.0;neutral
migrants are already artists, because they arrive with nothing and dream of building something from it and then do it.;https://www.dailymaverick.co.za/opinionista/2018-06-22-immigrants-artists-and-crying-children/;United States;38.0;-97.0;0.0;neutral
refugees are handled through the UNHCR resettlement program.;https://hope1032.com.au/stories/open-house/2018/australia-worlds-worst-in-treatment-of-asylum-seekers/;Australia;-27.0;133.0;0.0;neutral
refugees are sheltering in camps across the border in Bangladesh, after being driven from their homes in northern Myanmar since last August.;https://news.un.org/en/node/1012792/feed;Bangladesh;24.0;90.0;0.0;neutral
migrants are working hard to give our families a better life.;https://www.iol.co.za/entertainment/books/oitnb-star-diane-guerrero-is-still-grappling-with-her-parents-deportation-15633064;United States;38.0;-97.0;0.104;positive
migrant children are treated the same as American kids in foster care.;http://www.wbur.org/cognoscenti/2018/06/22/trumps-family-separation-policy-and-foster-care-susan-e-reed;United States;38.0;-97.0;0.0;neutral
"migrants are in our school system, we serve them just like every other child,"" said Council Member Alter.";http://www.kxan.com/news/us-politics/texas/city-leaders-frustrated-congress-is-incapable-of-fixing-immigration-system/1254302512;United States;38.0;-97.0;-0.125;negative
migrant adults are gaming our system.;http://www.thecommonsenseshow.com/fact-check-80-of-illegal-children-trying-to-enter-the-united-states-arrive-without-their-parents-they-arent-separated-by-ice/;United States;38.0;-97.0;0.0;neutral
migrants could not be used as an effort to deter asylum-seekers, according to one ruling.;https://www.nbcnews.com/storyline/immigration-border-crisis/fact-check-did-obama-administration-separate-families-n884856?cid=public-rss_20180622;Argentina;-34.0;-64.0;0.0;neutral
migrants who are seeking asylum must present themselves.;http://addisonindependent.com/201806welch-sees-kids-fenced-border;Mexico;23.0;-102.0;0.0;neutral
migrant children are being processed and held at the U.S. Customs and Border Protection Nogales Placement Center in Nogales;https://www.msn.com/en-us/travel/article/fate-of-immigrant-children-separated-from-parents-is-unclear/ar-AAyZxjK;United States;38.0;-97.0;-0.1;negative
asylum seekers are separated from their children, even though it is only done in unusual cases.;https://www.newsbusters.org/blogs/nb/brad-wilmouth/2018/06/22/cnns-cuomo-brags-about-only-75-illegals-showing-court;North Korea;40.0;127.0;0.1;positive
migrant children are routinely and forcibly given a range of psychotropic drugs at U.S. government-funded youth shelters to manage their trauma after being detained and in some cases separated from parents;http://english.republika.mk/u-s-shelters-force-migrant-children-to-take-drugs/;United States;38.0;-97.0;0.5;positive
Asylum seekers are not a “burden” for European economies: Study;http://www.homelandsecuritynewswire.com/dr20180622-asylum-seekers-are-not-a-burden-for-european-economies-study;Norway;62.0;10.0;0.0;neutral
migrants are thrown in prisons to face torture and other abuse.;http://www.dailymail.co.uk/news/article-5871979/Pope-Countries-migrants-can.html;Tunisia;34.0;9.0;-0.125;negative
refugees who are barred from applying to nearly 100 professions under Lebanese law, as well as the daily inconvenience of checkpoints.;https://www.scribd.com/article/382358385/Swedish-Walk-To-Palestine-Activist-Visits-Refugee-Camps-In-Lebanon;United States;38.0;-97.0;0.05;positive
Refugees are vulnerable to a spectrum of abuses, exposing refugees and migrants to a variety of human rights violations, violence, famine, and lack of opportunities.;https://reliefweb.int/report/world/collaboration-and-connectivity-are-keys-refugee-response;Norway;62.0;10.0;-0.25;negative
migrant evangelicals are worshipping alongside immigrants, those relationships rebut some of the negative stereotypes and fears,” Soerens said.;http://www.ncregister.com/daily-news/latest-immigration-controversy-points-to-possible-political-shift-amon;United States;38.0;-97.0;-0.3;negative
migrants are reported to have drowned off Libya in two days, bringing to at least 1,000 the number to die this year on the main migratory route linking Africa and Europe, the UN said Thursday.;https://www.middle-east-online.com/en/over-1000-migrants-drowned-mediterranean-2018;Central African Republic;7.0;21.0;-0.078;negative
migrants is so blurred that we will have to tighten the definition of ‘refugee.;https://www.theaustralian.com.au/news/world/the-times?nk=2d80a79aa05f728176ef5c4fab43f3a8-1529646391;United States;38.0;-97.0;0.0;neutral
Refugee Resettlement is in charge of housing the thousands of migrant children separated from their families.;http://sacramento.cbslocal.com/2018/06/21/california-prepares-lawsuit-over-family-separation-policy/;United States;38.0;-97.0;0.0;neutral
refugees are referred to CSS’s immigration legal services to obtain permanent authorization to live and work in the U.S.;http://catholicphilly.com/2018/06/news/local-news/thank-you-for-saving-us-refugees-start-new-life-with-catholics-help/;Malawi;-13.5;34.0;0.168;positive
Refugee Resettlement, is much closer to home in Woodland.;http://sacramento.cbslocal.com/2018/06/22/legal-complaints-undocumented-minors/;United States;38.0;-97.0;0.2;positive
refugees are now unevenly distributed across the EU.;https://yle.fi/uutiset/osasto/news/finnish_interior_minister_proposes_ten-fold_increase_in_quota_refugees_across_the_eu/10270394;Italy;42.83;12.83;-0.2;negative
migrants does not mean much to Central American families crossing Mexico, who say they are more afraid of violence and poverty at home.;https://news.mb.com.ph/2018/06/22/migrants-fear-violence-poverty-more-than-trump/;Central African Republic;7.0;21.0;0.011;positive
Refugee Day is observed June 20 each year and is dedicated to raising awareness of the situation of refugees throughout the world.;https://awoko.org/2018/06/22/sierra-leone-news-today-is-world-refugee-day/;Guinea;11.0;-10.0;0.0;neutral
migrants who are desperate to make bail.;http://www.wbur.org/npr/622527131/mother-and-son-reunite-at-airport-u-s-had-split-them-because-of-migrant-status;United States;38.0;-97.0;-0.6;negative
migrants are illegally worked at $1/hr for 10 hrs/day for giant corporations, the Sheridan detention center, and all other detention centers around the country.;https://www.liberationnews.org/portland-workers-and-students-occupy-immigration-and-customs-enforcement-detention-center-demanding-ice-abolition/;United States;38.0;-97.0;-0.181;negative
migrant children are shown walking in single file between tents in their compound next to the Mexican border in Tornillo, Texas on June 18;http://www.dailymail.co.uk/news/article-5875613/Rachel-Campos-Duffy-claims-black-friends-say-detention-centers-better-projects.html;United States;38.0;-97.0;-0.024;negative
migrant children—who are reportedly being held in cages at government facilities—were separated from their parents at the U.S.-Mexico border between April 19 and May 31 of this year.;https://www.harpersbazaar.com/beauty/makeup/a21762517/profits-from-liquid-lipstick-help-rejoin-migrant-families/;United States;38.0;-97.0;0.0;neutral
refugee crisis is occurring not because of the number of refugees but because Europe has failed to respond to it in a coordinated fashion.;https://face2faceafrica.com/article/how-europe-is-turning-its-back-on-africans-who-are-dying-in-the-mediterranean;Iran;32.0;53.0;-0.5;negative
refugees is a core part of what the nation is well-known for doing over the past years.;http://allafrica.com/stories/201806220174.html;Namibia;-22.0;17.0;-0.25;negative
migrant parents are supposed to call if they want information about their children.;http://www.krdo.com/news/politics/chaos-as-migrant-parents-search-for-children/756950300;United States;38.0;-97.0;0.0;neutral
migrants are warehoused in prison-like conditions.“In many Texas facilities;https://www.sacurrent.com/the-daily/archives/2018/06/22/study-documents-abuse-at-immigrant-detention-facilities-where-families-are-separated;Mexico;23.0;-102.0;0.5;positive
migrants are seen by many as criminals if the insulting messages sent to the passengers of the Aquarius by European citizens are anything to go by.;http://allafrica.com/stories/201806220446.html;Vietnam;16.0;106.0;-0.167;negative
Refugees are a thing that is close to my heart and I just wanted to actually do something,” Ms Turale said.;https://www.examiner.com.au/story/5481676/launceston-trio-attempt-to-live-on-refugee-rations-for-one-week/;Syria;35.0;38.0;0.0;neutral
refugees is set to begin on Monday.;http://www.scmp.com/news/hong-kong/hong-kong-law-and-crime/article/2152085/canada-has-been-dragging-its-feet-human;Philippines;13.0;122.0;0.0;neutral
migrant children is a new administrative gem.;http://aldianews.com/articles/politics/immigration/economic-machinery-behind-immigration-detention-centers/53108;United States;38.0;-97.0;0.136;positive
Migrants are “trying to find new paths to get to European Union countries” after nations along the route up from Turkey and Greece significantly increased their border security;http://www.taipeitimes.com/News/world/archives/2018/06/23/2003695406;Turkey;39.0;35.0;0.17;positive
