sentence;url;place;lat;lon;sentiment_score;sentiment
Refugees are again fleeing the towns.;http://www.informationclearinghouse.info/49740.htm;Russia;60.0;100.0;0.0;neutral
refugees are actually threatening, the government is taking the measures that it can,” Kim said.;https://www.msn.com/en-us/finance/news/e2-80-98fake-refugees-get-out-e2-80-99-how-south-koreans-are-channeling-trump/ar-AAziSZE;Malaysia;2.5;112.5;0.0;neutral
migrants is heading for Malta after Italy agreed to take in some of the passengers, ending Europe’s second impasse this month over people rescued off Libya’s coast by humanitarian groups.;https://www.itv.com/news/2018-06-26/rescue-boat-heads-for-malta-after-italy-agrees-to-take-in-some-migrants/;Italy;42.83;12.83;0.0;neutral
migrants are some of the 32 parents separated from their children that are staying at the home as they wait to be reunited with their children.;https://www.reviewjournal.com/news/nation-and-world/brazilian-mom-heads-to-court-to-get-her-9-year-old-son-back/;Mexico;23.0;-102.0;0.0;neutral
migrants is not only unfair, but unwise.;http://www.toledoblade.com/Op-Ed-Columns/2018/06/28/Changing-hearts-and-minds-is-an-everyday-task.html;Germany;51.0;9.0;-0.25;negative
migrants are welcome here” pic.twitter.com/BJuCeI2UtU — L (@Larissa_Hamblin) June 28, 2018;https://www.orlandoweekly.com/Blogs/archives/2018/06/28/muslim-civil-rights-groups-and-advocates-rally-against-trumps-travel-ban-in-downtown-orlando;United States;38.0;-97.0;0.8;positive
refugee crisis is the greatest since World War II.;https://dearkitty1.wordpress.com/2018/06/28/more-european-union-anti-refugee-xenophobia/;Central African Republic;7.0;21.0;1.0;positive
"migrants is an issue ""all must address.""";http://www.wbal.com/article/322148/158/pope-making-new-cardinals-hears-iraqi-tell-of-martyrs;Madagascar;-20.0;47.0;0.0;neutral
Refugee Resettlement is taking an average of 57 days to place children in its care with adult sponsors — far longer than the time now allotted by the judge.;https://www.seattletimes.com/nation-world/nation-politics/apxtrump-admin-struggling-to-comply-with-reunification-mandate/;Honduras;15.0;-86.5;0.017;positive
migrant population is “unassimilable,” unable to adapt to American culture and an American way of life.;https://www.counterpunch.org/2018/06/28/of-time-and-immigration/;Mexico;23.0;-102.0;-0.167;negative
refugees do not have a citizenship document, and as a result, they are unable to acquire work permits and end up working illegally.;http://en.abna24.com/news/east-asia/about-10000-myanmar-muslims-in-thailand-stateless_899468.html;Myanmar;22.0;98.0;-0.5;negative
Migrants increasingly are using the North African kingdom as a jumping-off point to Spain;http://www.wfmz.com/news/ap-world-news/morocco-border-chief-says-libya-curbs-creating-new-pressures/760358112;Central African Republic;7.0;21.0;0.0;neutral
migrants is readily apparent ;https://www.bostonirish.com/commentary/2018/look-around-you-and-you-will-see-positive-impacts-immigration;United Kingdom;54.0;-2.0;0.05;positive
"migrant children are not accounted for with the same efficiency and accuracy as property,” Sabraw wrote, adding, ""Certainly, that cannot satisfy the requirements of due process.""";https://www.nbcnews.com/news/us-news/u-s-ordered-reunite-migrant-families-now-what-n887096?cid=public-rss_20180628;United States;38.0;-97.0;0.03;positive
migrants are humans?;http://freerepublic.com/focus/f-backroom/3666677/posts;Germany;51.0;9.0;0.0;neutral
migrants are somehow contributing to a rise in the crime rate.;http://www.kyforward.com/bill-straub-take-carrollton-ky-a-good-safe-place-to-live-as-it-should-be-but-diverse-with-darker-people/;Mexico;23.0;-102.0;0.0;neutral
refugees are currently in Cameroon.;http://www.crtv.cm/2018/06/nigerian-refugees-in-cameroon-voluntarily-repatriation-of-refugees-discussed/;Cameroon;6.0;12.0;0.0;neutral
migrants who are leaving Syria, Iraq, Yemen and elsewhere are not leaving their conflicts behind.;https://www.frontpagemag.com/fpm/270580/western-europes-disconnect-islamic-antisemitism-ari-lieberman;Iraq;33.0;44.0;-0.4;negative
migrants are held under sub-human conditions.;http://www.tribuneindia.com/news/comment/the-hazards-of-the-affluent/611961.html;New Zealand;-41.0;174.0;0.0;neutral
refugees are residing.;http://www.ansamed.info/ansamed/en/news/sections/generalnews/2018/06/28/french-surgeons-operate-on-syrian-refugees-in-jordan_9f181e27-7235-46a5-a6f5-d1534aaf7d76.html;Italy;42.83;12.83;0.0;neutral
migrants are known to live, arresting them on the streets or on construction sites, and expelled them en masse at the border with Niger or Mali, in most instances with no food and little water.;https://www.hrw.org/news/2018/06/28/algeria-inhumane-treatment-migrants;Niger;16.0;8.0;0.15;positive
"migrants are coming to the EU in the first place, ""no one will believe anymore in the our value system that made us so strong.""";https://knpr.org/npr/2018-06/merkels-fragile-coalition-teeters-edge-migration-question;Tunisia;34.0;9.0;0.342;positive
migrants are #HereToStay,” the protestors shouted on megaphones and played a recording of crying children being separated from their parents after being arrested at the border.;http://www.connectionnewspapers.com/news/2018/jun/28/protesting-outside-dhs-secretarys-old-town-home/;Mexico;23.0;-102.0;-0.2;negative
migrants is anathema to the usually flexible Merkel as it would undermine her open-door migrant policy and be a major setback to the EU's Schengen open-border system.;https://www.yahoo.com/news/germany-optimistic-eu-lifeline-merkel-170016505--business.html;Luxembourg;49.75;6.17;-0.094;negative
migrants who are not entitled to asylum or enter the country illegally gain legal standing, either by handing out information about the asylum process or providing financial assistance.;http://www.cbc.ca/news/world/hungary-soros-analysis-lawrynuik-1.4725089;Hungary;47.0;20.0;-0.1;negative
migrants would not be safe in Libya, where they have faced abuse and rape in holding centres, and that returning them there would breach international refugee law.;https://www.alaraby.co.uk/english/news/2018/6/28/migrants-land-in-malta-as-eu-nations-reach-deal;Germany;51.0;9.0;0.25;positive
refugees are camped out in a smoky room where they also eat and sleep, in the American zone of Berlin, Jan. 31, 1946.;https://www.haaretz.com/us-news/the-jews-who-ignore-immigrants-while-employing-them-1.6219667;Germany;51.0;9.0;0.0;neutral
migrants are being left to die in blistering desert heat after being deported by the government of Algeria and dumped in the Sahara.;http://amsterdamnews.com/news/2018/jun/28/13000-african-left-die-sahara-after-expulsion-alge/;Algeria;28.0;3.0;0.0;neutral
refugee convention is about allowing people to live their lives with basic dignity.;https://www.greenleft.org.au/content/community-mobilises-against-deportation-tamil-family;Australia;-27.0;133.0;0.068;positive
Refugee Week is a great opportunity to highlight the contributions, creativity and resilience of young refugees in the UK.;https://www.bedfordtoday.co.uk/news/heartbreak-of-families-separated-revealed-in-films-produced-by-young-refugees-screened-in-bedford-1-8549416;United Kingdom;54.0;-2.0;0.45;positive
migrants who are arriving in recent days.;https://www.jewsnews.co.il/2018/06/28/is-spain-about-to-give-illegal-muslim-and-african-migrants-the-right-to-vote.html;Spain;40.0;-4.0;0.0;neutral
refugees are still living in camps around the ‘Arsal District of east Lebanon.;https://www.almasdarnews.com/article/first-400-refugees-return-to-syria-from-lebanon/;Lebanon;33.83;35.83;0.0;neutral
migrants is one more example of the possible loss of freedom in an environment of permanent war.;https://www.counterpunch.org/2018/06/28/mccarthyism-revisited/;United States;38.0;-97.0;0.25;positive
migrants — not one that throws the undocumented out if they dare to speak up after being victimized.;http://www.philly.com/philly/columnists/jenice_armstrong/undocumented-domestic-abuse-philadelphia-da-larry-krasner-ice-hias-jenice-armstrong-20180627.html;United States;38.0;-97.0;0.0;neutral
migrants are initially far more variable in their socioeconomic standing and educational attainment—even though they are likely to experience a high rate of earnings growth over time.;http://immigrationimpact.com/2018/06/28/public-charge-slash-family-immigration/;United States;38.0;-97.0;0.202;positive
Refugee Resettlement is taking an average of 57 days to place children in its care with adult sponsors -- far longer than the time now allotted by the judge.;http://www.cdispatch.com/news/article.asp?aid=66769;Honduras;15.0;-86.5;0.017;positive
refugee circumstances are essential.;http://www.pakistanchristianpost.com/detail.php?articleid=3157;Mexico;23.0;-102.0;0.0;neutral
asylum seekers are currently being housed at the initial reception centre in Marsa and, if their asylum applications are accepted, they will be distributed amongst eight European countries.;https://lovinmalta.com/news/watch-enraged-maltese-child-shouts-at-crew-of-migrant-rescue-ship-you-dont-belong-here;Malta;35.83;14.58;0.0;neutral
Refugee Services is the primary outreach office of the Diocese.;https://www.ktsm.com/news/bishop-mark-seitz-speaks-out-on-family-separation-at-border/1269386147;United States;38.0;-97.0;0.4;positive
migrants we are currently dealing with will turn into millions;https://libyannewswire.com/speech-by-the-president-of-the-european-parliament-to-the-european-council-meeting-on-28-june-2018-2/;Central African Republic;7.0;21.0;0.0;neutral
migrants that are rescued in the Mediterranean.;http://www.france24.com/en/20180628-eu-migrants-italy-summits-hostage-divisions;Germany;51.0;9.0;0.0;neutral
migrants are also able to boost the work force as the aging native-born population retires.;http://www.eastcountymagazine.org/suri-restaurant-and-market-hosts-world-refugee-day-event;United States;38.0;-97.0;0.5;positive
migrant crisis is set to overshadow other topics during the meeting.;https://www.irishexaminer.com/breakingnews/world/ec-president-donald-tusk-proposes-regional-disembarkation-platforms-outside-eu-for-migrants-851706.html;Germany;51.0;9.0;-0.125;negative
"refugees are now residing because the communities are terribly inconvenienced,"" he said.";http://www.china.org.cn/world/Off_the_Wire/2018-06/28/content_53735185.htm;South Sudan;15.0;30.0;-1.0;negative
migrants is reduced to a trickle.;https://www.nationofchange.org/2018/06/28/americas-immigration-dilemma-as-related-to-the-law-of-supply-and-demand/;United States;38.0;-97.0;0.0;neutral
migrant bonds are at least $1,500 and can be up to $10,000 (or) $30,000 and that’s a huge hurdle for families,” Hixon said.;https://www.mysanantonio.com/news/local/article/RAICES-hotline-to-help-reunite-immigrant-families-13034416.php;United States;38.0;-97.0;0.05;positive
migrants are released into society, “nobody ever comes back” for their court dates.;https://www.opb.org/news/article/npr-military-bases-to-start-building-tents-after-july-4-to-house-migrant-families/;United States;38.0;-97.0;0.0;neutral
migrants who are returned to the lawless and violence-wracked north African country face further violence, charities say.;https://www.euractiv.com/section/future-eu/news/france-adds-its-voice-to-stop-ngo-ships-from-acting-as-taxis/;Central African Republic;7.0;21.0;0.0;neutral
migrants are forced upon countries like Hungary and Poland, they will still end up joining the migrant diaspora in Germany and the Nordics.;https://www.spectator.co.uk/2018/06/angelas-ashes-merkels-grand-project-is-crumbling/;Poland;52.0;20.0;-0.3;negative
refugees are as much as double that number.;https://fourthreefilm.com/2018/06/the-long-season/;Jordan;31.0;36.0;0.0;neutral
migrants are living in the U.S. illegally?;https://www.factcheck.org/2018/06/illegal-immigration-statistics/;Mexico;23.0;-102.0;-0.5;negative
migrants is anathema to the usually flexible Merkel as it would undermine her open-door migrant policy and be a major setback to the EU's Schengen open border system.;http://news.trust.org/item/20180627191209-1gloz/;United States;38.0;-97.0;-0.062;negative
migrant is valued at roughly 35 euros (roughly $40) a day.;https://www.aljazeera.com/programmes/peopleandpower/2018/06/italy-mafia-migrants-180627143634282.html;Malta;35.83;14.58;-0.1;negative
migrants is part of a statewide initiative that involves recruiting attorneys, law school students and interpreters.;https://www.timesunion.com/news/article/ICE-delivers-99-more-detained-immigrants-to-13035208.php;United States;38.0;-97.0;0.0;neutral
refugees who are crossing the Mediterranean, to fighting the roots that lead people, especially young people, to leave their countries,” she explained.;https://www.euractiv.com/section/future-eu/news/european-parliament-sd-co-chair-rejects-disembarkation-platforms-proposal/;Spain;40.0;-4.0;0.2;positive
refugees and is the country that welcomes the largest number of refugees.;https://www.dailysabah.com/life/2018/06/28/language-app-makes-integration-easy-for-syrian-refugees-in-turkey;Syria;35.0;38.0;0.0;neutral
refugee crisis is threatening to completely rip apart the so-called European unity, which is actually nonexistent, it could end the chancellorship of Angela Merkel within less than two weeks.;http://www.larouchepub.com/hzl/2018/4526-zepp_larouche_webcas.html;Mexico;23.0;-102.0;-0.017;negative
refugees should not be returned to dangerous conditions.;http://theconversation.com/us-turned-away-thousands-of-haitian-asylum-seekers-and-detained-hundreds-more-in-the-90s-98611;Cuba;21.5;-80.0;-0.6;negative
refugee drama is unresolved.;https://www.newstatesman.com/world/europe/2018/06/great-survivor-angela-merkel-s-last-stand;Germany;51.0;9.0;0.0;neutral
migrants is anathema to the usually flexible Merkel as it would undermine her open-door migrant policy and be a major setback to the EU’s Schengen open border system.;https://www.euractiv.com/section/justice-home-affairs/news/germany-optimistic-about-eu-lifeline-for-merkel-bilateral-deals-on-migration/;Luxembourg;49.75;6.17;-0.062;negative
migrants not just as a distant abstract cause, or as nannies and landscapers, but as their neighbors, their children’s school friends—and as their social equals.;http://www.ruthfullyyours.com/2018/06/28/progressives-are-all-talk-on-immigration-by-victor-davis-hanson/;United States;38.0;-97.0;-0.033;negative
migrants are also to be put in concentration camps by the tens of thousands for an indefinite amount of time while Trump and his enforcers decide how best to remove them from the country.;https://www.salon.com/2018/06/28/fear-kills-freedom-new-study-shows-political-rhetoric-fuels-bigotry-against-muslims/;United States;38.0;-97.0;1.0;positive
migrants are being held in other private federal prisons in the state, under the custody of U.S.;http://nmpolitics.net/index/2018/06/nm-may-become-among-first-states-to-seek-oversight-on-immigration-detention-centers/;United States;38.0;-97.0;-0.062;negative
migrants not just as a distant abstract cause, or as nannies and landscapers, but as their neighbors, their children's school friends -- and as their social equals.;https://townhall.com/columnists/victordavishanson/2018/06/28/progressives-should-back-up-their-rhetoric-on-immigration-n2495009;United States;38.0;-97.0;-0.033;negative
refugee camps are now beneficiaries of the project.;https://www.thehindu.com/sci-tech/agriculture/growing-food-in-the-sahara-desert/article24164523.ece;Germany;51.0;9.0;0.0;neutral
migrants who are returned to the lawless and violence-wracked north African country faces further violence, charities say.;https://news.mb.com.ph/2018/06/28/france-italy-deflect-blame-for-migrant-row-to-rescue-charities/;Central African Republic;7.0;21.0;0.0;neutral
migrants is essential in particular to today’s detention and deportation industries.;https://www.counterpunch.org/2018/06/28/immigration-and-the-politics-of-moral-corruption/;United States;38.0;-97.0;0.083;positive
migrants are] the ones deciding where to come.;https://www.washingtonexaminer.com/news/illegal-immigrants-apprehended-during-media-ride-along-with-border-patrol;Mexico;23.0;-102.0;0.0;neutral
"migrant parents are no different than folks who cross the border illegally, save for ""a piece of paper.""";https://www.nbcnews.com/politics/white-house/attorney-general-sessions-elite-fringe-wants-security-itself-not-u-n886831?cid=public-rss_20180628;United States;38.0;-97.0;-0.167;negative
asylum seeker is detained: if they are determined to be a flight risk, if there is a problem with their identification or if they pose a risk to the public.;https://ipolitics.ca/2018/06/28/cbsa-to-change-way-it-handles-detention-of-immigrants/;United States;38.0;-97.0;0.0;neutral
migrants has not stopped, but only been pushed underground.;https://www.opendemocracy.net/can-europe-make-it/charles-heller/for-open-migration-policy-to-end-deaths-and-crises-in-mediterranea;Italy;42.83;12.83;0.0;neutral
refugees are down precipitously from their peaks three years ago.;https://www.politico.eu/article/eu-mother-of-all-summits-migration-trade-trump-eurozone-budget-brexit/;Germany;51.0;9.0;-0.156;negative
refugees are seeking refuge abroad.;https://www.ozy.com/flashback/the-nazi-ghosts-of-a-south-american-hideaway/86609;Paraguay;-23.0;-58.0;0.0;neutral
refugees is remarkable.;https://www.norwegianamerican.com/neighborhood/norwegian-council-fights-for-refugees/;Norway;62.0;10.0;0.75;positive
migrants are deported right back into the violence from which they fled.;http://www.papermag.com/cant-stop-at-family-detention-2581864541.html;Cuba;21.5;-80.0;0.143;positive
refugee camp is located in the desolate desert, two hours southeast of Amman.;https://www.ncronline.org/preview/seeking-refuge-jordan-takes-masses-syrians-prefers-they-dont-stay;Jordan;31.0;36.0;0.0;neutral
migrants are finally on land at Malta.;https://www.msn.com/en-za/news/other/migrants-on-lifeline-ship-arrive-in-malta/ar-AAzfT6S;Malta;35.83;14.58;0.0;neutral
asylum seekers is gaining popularity in the western world.;http://www.australiannews.net/news/257573913/do-unto-refugees;Australia;-27.0;133.0;0.0;neutral
migrants are roughly evenly spread between Spain, Italy and Greece.;https://www.theguardian.com/commentisfree/2018/jun/28/migrants-europe-eu-italy-matteo-salvini;Italy;42.83;12.83;-0.1;negative
migrants is quickly clarified.;https://carnegieeurope.eu/strategiceurope/76707;Central African Republic;7.0;21.0;0.333;positive
migrants that are rescued in the Mediterranean Sea.;https://www.rte.ie/news/europe/2018/0628/973806-brussels-summit/;Germany;51.0;9.0;0.0;neutral
migrants is anathema to the usually flexible Merkel as it would undermine her open-door migrant policy and be a major setback to the EU’s Schengen open-border system.;https://ca.reuters.com/article/topNews/idCAKBN1JN2IY-OCATP;Luxembourg;49.75;6.17;-0.094;negative
migrants are held temporarily.;http://iphonefresh.com/2018/06/29/melania-trump-holds-roundtable-at-border-detention-facility.html;United States;38.0;-97.0;0.0;neutral
asylum seekers and are instead being treated as criminals,” said Sirine Shebaya, a civil rights lawyer.;https://www.yahoo.com/entertainment/mexico-volaris-airlines-offers-free-153104418.html;Mexico;23.0;-102.0;0.0;neutral
migrant families is unethical in light of any variety of Judaism.;http://jewishtimes.com/80539/justice-jeff-sessions-and-judaism/opinion/;United States;38.0;-97.0;0.4;positive
refugees who are currently staying on Jeju Island have helped local residents find their wallets on a few occasions.;http://koreabizwire.com/yemeni-refugees-help-locals-recover-lost-items-in-jeju/120670;South Korea;37.0;127.5;-0.067;negative
refugees are not Jewish.;https://www.middleeastmonitor.com/20180628-israeli-innovation-is-based-on-theft/;Israel;31.5;34.75;0.0;neutral
migrants who are physically present in the United States or who arrive in the United States can seek asylum, according to the Immigration and Nationality Act.;http://www.politifact.com/truth-o-meter/article/2018/jun/28/donald-trump-calls-changes-immigration-system-what/;United States;38.0;-97.0;0.0;neutral
refugees are resettled;https://www.greenbaypressgazette.com/story/news/investigations/2018/06/27/some-refugees-resettling-america-find-gun-violence-instead-peace/727246002/;United States;38.0;-97.0;0.0;neutral
migrants are milling about, stranded in Agadez, Niger;https://www.unicefusa.org/stories/nowhere-land-where-children-move-are-someone-elses-problem/34513;Niger;16.0;8.0;0.0;neutral
migrant children are not accounted for with the same efficiency and accuracy as property,” Judge Dana Sabraw wrote.;https://www.bostonglobe.com/opinion/editorials/2018/06/28/congress-must-appoint-independent-immigration-czar/pCDvmsNN4OWNQJuYuOTVYN/story.html;United States;38.0;-97.0;0.0;neutral
migrants are not the wretched, impoverished refugees stuck in the huge refugee camps in Lebanon and Jordan.;https://www.irishcentral.com/opinion/irelands-immigration-policies-closer-to-trump;Jordan;31.0;36.0;0.4;positive
refugee crisis is now well understood.;https://www.wnewsj.com/opinion/76037/our-dismal-water-future-mapped;Greenland;72.0;-40.0;0.0;neutral
refugees who are leaving their towns?;http://www.4-traders.com/news/UN-United-Nations-Daily-Press-Briefing-by-the-Office-of-the-Spokesperson-for-the-Secretary-General--26846424/;United States;38.0;-97.0;0.0;neutral
refugee it is either certain danger or, frankly speaking, I thought that this concept is not very good for me.;https://spectator.org/big-dots-do-they-connect/;British Indian Ocean Territory;-6.0;71.5;-0.027;negative
migrants are criminals.;http://www.beaufortobserver.net/Articles-NEWS-and-COMMENTARY-c-2018-06-26-296898.114136-We-need-to-make-clear-distinctions-between-illegal-and-legal-immigrants.html;Latvia;57.0;25.0;0.0;neutral
migrants arrive is responsible for processing their asylum applications.;https://www.economist.com/europe/2018/06/30/confusion-over-immigration-and-crime-is-roiling-european-politics;Germany;51.0;9.0;0.2;positive
Refugee Day is held every 20 June and pays tribute to the strength and courage of refugees and encourages public awareness and support for refugees;https://reliefweb.int/report/argentina/european-union-and-argentina-shoulder-global-responsibility-migration-and-forced;Syria;35.0;38.0;0.0;neutral
"migrant children are not accounted for with the same efficiency as property"".";http://fairydetox.org/2018/06/28/dem-states-sue-to-stop-family-separations.html;Mexico;23.0;-102.0;0.0;neutral
refugees are Sunni Arabs, who made up most of Syria’s pre-war population of around 22m.;https://www.economist.com/leaders/2018/06/30/syrian-refugees-could-turn-into-the-new-palestinians;United States;38.0;-97.0;0.5;positive
migrants are aware of the risks.;https://www.cato.org/blog/defenses-separating-children-parents-why-theyre-wrong;Central African Republic;7.0;21.0;0.25;positive
