sentence;url;place;lat;lon;sentiment_score;sentiment
asylum seekers who are in distress.;http://www.kptv.com/story/38516341/immigration-lawyers-allowed-to-meet-with-detainees-for-first-time-at-sheridan-prison;Mexico;23.0;-102.0;0.0;neutral
asylum seekers are being told they'll be reunited with their kids if they sign voluntary deportation orders.;https://www.indyweek.com/indyweek/this-is-america-were-better-than-trumps-border-cruelty-and-other-lies-we-tell-ourselves/Content?oid=15446753;Mexico;23.0;-102.0;0.0;neutral
Refugee Resettlement is a part, did not immediately return a message Wednesday seeking comment about the reunification process.;https://www.greenvilleonline.com/story/news/2018/06/27/children-separated-parents-border-fostered-south-carolina/737816002/;Mexico;23.0;-102.0;0.0;neutral
migrants not to “risk the lives of your children” by trying to enter the US illegally.;https://starrfmonline.com/2018/06/27/us-states-sue-over-migrant-separations/;United States;38.0;-97.0;-0.5;negative
refugees are anxious to return home.;http://www.cameroononline.org/concern-voiced-about-education-of-refugee-children-in-cameroon/;Nigeria;10.0;8.0;-0.25;negative
migrants who are heading north, as well as newly-deported people who have been expelled from the United States.;http://www.azfamily.com/story/38516823/dozens-of-migrant-families-from-central-america-wait-for-asylum-at-us-border-with-mexico;Mexico;23.0;-102.0;0.0;neutral
refugee procedures are overwhelmed, 5,661 have been recognized as refugees thus far.;https://reliefweb.int/report/venezuela-bolivarian-republic/unhcr-venezuela-situation-june-2018;United States;38.0;-97.0;0.1;positive
migrants is the ruling class’ response to the growth of strikes and social struggles;https://niqnaq.wordpress.com/2018/06/27/wrap-your-heads-round-these/;United States;38.0;-97.0;0.033;positive
migrant expulsions are not documented by Algiers;https://www.scribd.com/article/382730728/Algeria-Abandons-13-000-Migrants-In-Sahara-Desert;Algeria;28.0;3.0;0.0;neutral
migrants are just a fraction of the peak of 2000, when 1.64 million migrants were caught crossing.;https://www.centralmaine.com/2018/06/27/our-view-trumped-up-border-crisis-led-to-child-separations/;United States;38.0;-97.0;0.0;neutral
migrants is anathema to the usually flexible Merkel as it would undermine her open-door migrant policy and be a major setback to the EU's Schengen open border system.;https://www.channelnewsasia.com/news/world/germany-optimistic-about-eu-lifeline-for-merkel-10476590;United States;38.0;-97.0;-0.062;negative
migrants are detained after crossing into the United States, Democrats and the liberal media started beating their chest.;http://freerepublic.com/focus/f-news/3666609/posts;United States;38.0;-97.0;0.0;neutral
migrants who are intent on using innocent passengers to ‘piggy-back’ their way into the UK.;http://www.newsbiscuit.com/2018/06/27/cross-channel-foot-passengers-facing-migrant-piggy-backing-misery/;British Indian Ocean Territory;-6.0;71.5;0.5;positive
refugees is widely popular, and similar attitudes seem to be common elsewhere on the continent.;http://thechronicleherald.ca/letters/1580387-voice-of-the-people-%E2%80%94-june-27-2018;Czech Republic;49.75;15.5;0.1;positive
migrant labor, is unlikely to create an effective deterrent to unauthorized migration.”;https://www.norwegianamerican.com/opinion/50350/;Mexico;23.0;-102.0;0.05;positive
migrants are basically terrorists, and therefore those who attempt to help them are a threat to the nation as well.;https://reliefweb.int/report/hungary/hungary-imprison-ngo-workers-helping-asylum-seekers-and-other-migrants;Hungary;47.0;20.0;0.0;neutral
"migrant kids are going to be put into the same discriminatory system that discriminates against a Latino child because their relatives happen to be located south of the border,"" Villasana said.";http://kdminer.com/news/2018/jun/27/migrant-kids-could-end-already-strained-foster-sys/;Canada;60.0;-95.0;0.0;neutral
refugees who are unable to resettle in their place of origin, 72 percent are displaced at least twice due to instability, many of the children among them do not have access to school.;https://foreignpolicy.com/2018/06/27/children-are-paying-the-price-for-afghanistans-endless-war/;Afghanistan;33.0;65.0;-0.106;negative
migrants is threatening to shatter the government coalition, the debate on this topic is escalating in the United States.;http://watchingamerica.com/WA/2018/06/27/even-when-it-comes-to-children-trump-remains-hard/;Germany;51.0;9.0;0.0;neutral
refugees are buried separately from Muslim refugees at the Agios Panteleimonas cemetery in Mytilene;https://www.independent.co.uk/news/uk/politics/angela-merkel-immigration-migration-cdu-csu-refugee-crisis-latest-germany-coalition-government-a8418866.html;Macedonia, Republic of;41.83;22.0;0.0;neutral
migrants is decided.;https://jungle.world/artikel/2018/26/when-there-detention-facility-babies-then-there-something-wrong-your-country;United States;38.0;-97.0;0.0;neutral
migrants will not come to the US from canada, they would have just as cushy an existence up there, maybe more so.;http://www.freerepublic.com/focus/f-news/3666501/posts;Mexico;23.0;-102.0;0.7;positive
refugees are going without adequate sanitation and safe water.;https://reliefweb.int/report/uganda/funding-gaps-threaten-critical-aid-refugees-uganda;United States;38.0;-97.0;0.417;positive
migrant families are released from detention at a bus depot in McAllen, Texas, June 22, 2018.;https://uk.reuters.com/article/uk-usa-immigration/states-sue-trump-over-immigrant-families-as-congress-quarrels-idUKKBN1JM2MB;United States;38.0;-97.0;0.0;neutral
asylum seekers are getting legal advice, travel tips and basic food and some clothing.;https://news.sky.com/story/facing-their-fate-on-the-us-mexico-border-11419301;Mexico;23.0;-102.0;0.1;positive
refugee status is being considered, the government has announced.;https://www.thetimes.co.uk/edition/ireland/asylum-seekers-allowed-to-find-work-in-more-sectors-d82gbnbpd;Ireland;53.0;-8.0;0.0;neutral
"migrant children are not accounted for with the same efficiency and accuracy as property.""";https://www.hudsonvalley360.com/article/federal-judge-enjoins-separation-migrant-children-orders-family-reunification;Mexico;23.0;-102.0;0.0;neutral
migrants who are on business (B-1) visas, tourist (B-2) visas, and business/tourist (B-1/B-2) visas.;http://www.cbs46.com/story/38513535/if-youre-coming-to-the-us-this-is-how-the-travel-ban-could-affect-you;United States;38.0;-97.0;0.0;neutral
migrants and is stuck in international waters in the Mediterranean.;http://www.businessinsider.com/r-italys-league-advances-in-local-polls-amid-immigration-crackdown-2018-6;Germany;51.0;9.0;0.0;neutral
asylum seekers are primarily from Sudan (9%), but also—in order by share--from Ethiopia, Egypt,[...];http://humanitariannews.org/20180627/lebanon-vulnerability-assessment-refugees-other-nationalities-lebanon-2017;Egypt;27.0;30.0;0.4;positive
Refugee Convention is the key legal document that forms the basis of our work.;http://www.unhcr.org/1951-refugee-convention.html;Switzerland;47.0;8.0;0.1;positive
refugees who are stateless as a result of the expulsion of Palestinians from their homes and villages in 1948 and 1967.;http://rabble.ca/blogs/bloggers/independent-jewish-voices-canada/2018/06/open-letter-ottawa-jazz-festival;Israel;31.5;34.75;0.0;neutral
Asylum seekers are detained at the border whilst their claims are processed;http://www.redbrick.me/trumps-heartless-asylum-policy-upholds-an-american-tradition/;Mexico;23.0;-102.0;0.0;neutral
migrant children are not accounted for with the same efficiency and accuracy as property,” Sabraw wrote.;https://www.vox.com/2018/6/27/17506698/aclu-lawsuit-trump-administration-injuction-family-reunification-separation;United States;38.0;-97.0;0.0;neutral
migrants is no exception.;http://leaderpost.com/pmn/news-pmn/canada-news-pmn/canadas-asylum-system-plagued-with-systemic-problems-independent-review/wcm/616dbcec-dc90-4c09-aef9-e3afcca59032;Syria;35.0;38.0;0.0;neutral
refugees -- are in a difficult situation.;https://www.news4jax.com/news/international/stranded-ship-with-more-than-230-migrants-finally-docks-in-malta;Germany;51.0;9.0;-0.5;negative
asylum seekers are being turned away, against our law.;http://windermeresun.com/2018/06/26/the-importance-of-due-process-how-easily-it-may-be-taken-away/;Honduras;15.0;-86.5;0.0;neutral
migrant children are being held, one location is in Fairfield, BCFS on Pennsylvania Avenue.;http://www.thereporter.com/general-news/20180626/congressman-john-garamendi-visits-detention-facilities-locals-to-rally-in-vacaville;United States;38.0;-97.0;0.0;neutral
refugee is seen in Balukhali refugee camp at dawn near Cox's Bazaar, Bangladesh, March 28, 2018.;https://www.dailysabah.com/asia/2018/06/27/myanmars-shock-troops-the-light-infantry-divisions-that-expelled-700000-rohingya-muslims;Bangladesh;24.0;90.0;0.1;positive
refugees who are placed directly in individual apartments or houses usually wait at least six months to receive.;http://www.africanewsanalysis.com/special-report-destination-europe-evacuation-by-eric-reidy-freelance-journalist-and-regular-irin-contributor/;Ethiopia;8.0;38.0;-0.183;negative
asylum seekers who are registered in one EU country from applying for asylum in another.;https://www.msn.com/en-us/news/world/immigration-debate-takes-on-new-urgency-as-eu-leaders-meet/ar-AAzftkr;Italy;42.83;12.83;0.0;neutral
migrants are entitled to legal protection by the EU before they get resettled.;https://global.handelsblatt.com/opinion/offshore-migrant-centers-eu-palacio-939167;Nauru;-0.53;166.92;0.2;positive
migrants are detained after crossing into the United States, Democrats and the liberal media started beating its chest.;http://revolutionradio.org/2018/06/27/how-trumps-immigration-executive-order-prevents-child-sex-trafficking-on-southern-border/;United States;38.0;-97.0;0.0;neutral
migrant families are released from detention at a bus depot in McAllen, Texas.;http://news.abs-cbn.com/overseas/06/27/18/undocumented-mothers-file-lawsuit-to-be-reunited-with-kids;United States;38.0;-97.0;0.0;neutral
refugee child is handed food rations at Jamtoli refugee camp near Cox's Bazaar, Bangladesh, March 29, 2018.;https://uk.reuters.com/article/uk-myanmar-rohingya-registration/u-n-starts-registering-rohingya-refugees-in-bangladesh-idUKKBN1JN0YW;Bangladesh;24.0;90.0;0.1;positive
migrants are processed will be the central issue.;http://www.xinhuanet.com/english/2018-06/27/c_137284840.htm;Italy;42.83;12.83;0.0;neutral
refugees are resettled;https://www.stevenspointjournal.com/story/news/investigations/2018/06/27/some-refugees-resettling-america-find-gun-violence-instead-peace/727246002/;United States;38.0;-97.0;0.0;neutral
refugees who are hoping to seek asylum or resettlement from war-torn countries.”;https://www.ksat.com/news/scotus-ruling-on-travel-ban-still-discriminatory-members-of-sa-muslim-community-say;Yemen;15.0;48.0;0.0;neutral
refugee situation is still into its emergency phase;https://reliefweb.int/report/uganda/uganda-refugee-response-plan-livelihoods-sector-technical-working-group-response-plan;South Sudan;15.0;30.0;0.0;neutral
migrants who are not entitled to asylum or enter the country illegally gain legal standing, either by handing out information about the asylum process or providing financial assistance.;https://www.cbc.ca/news/world/hungary-soros-analysis-lawrynuik-1.4725089;Hungary;47.0;20.0;-0.1;negative
migrants are better educated and more successful than other Americans, according to census data.;http://www.wweek.com/restaurants/2018/06/26/a-portland-restauranteur-reveals-he-once-paid-to-help-an-employee-smuggle-their-child-into-the-united-states/;Mexico;23.0;-102.0;0.406;positive
Refugees are welcome here,” was just one of the chants people recited as they called for a more compassionate U.S. immigration policy.;https://www.nbcsandiego.com/news/local/Locals-Protest-SCOTUS-Rule-Upholding-Trumps-Travel-Ban-486651921.html;United States;38.0;-97.0;0.65;positive
migrants are France, Italy, Luxembourg, Portugal, Ireland, the Netherlands, Belgium and Malta.;https://www.shropshirestar.com/news/world-news/2018/06/27/malta-to-allow-migrant-rescue-ship-to-dock/;Luxembourg;49.75;6.17;0.0;neutral
migrants are “social justice warriors”, a term evoking whining armchair activists endlessly complaining online.;https://citizen.co.za/opinion/1965027/afriforum-and-co-are-the-biggest-crybabies-of-them-all/;South Africa;-29.0;24.0;-0.046;negative
refugees are questioning when they will ever see his family again.;https://www.yourcentralvalley.com/news/syrian-refugees-based-in-the-valley-angered-by-trump-s-travel-ban/1266775513;United States;38.0;-97.0;0.0;neutral
refugee quota is set to double annually — from the previous 750 to 1,500 — under the new Labour-led government.;https://www.pri.org/stories/2018-06-27/inside-new-zealand-kitchen-empowering-women-refugees;New Zealand;-41.0;174.0;-0.01;negative
refugees are anxious to return home.He says the main problem they face is that 80 percent of the population of the Minawao refugee camp is made up of school age children but that a majority of them have been absent from classrooms especially when they started hoping about returning to Nigeria.This month;http://www.tinzwei.com/2018/06/concern-voiced-thousands-refugee.html;Afghanistan;33.0;65.0;-0.028;negative
migrant children are still being held by the agency.;https://www.newsobserver.com/news/local/article213859674.html;Mexico;23.0;-102.0;0.0;neutral
refugees are exacerbating Lebanon’s economic crisis.;https://aawsat.com/english/home/article/1313266/exclusive-hardships-returning-syrians-discourage-refugees-left-behind-lebanon%E2%80%99s;Lebanon;33.83;35.83;0.2;positive
migrants are housed temporarily in dormitories at two Toronto colleges, Centennial and Humber, but students start returning on Aug. 9 and the colleges will need the spaces back.;https://www.thestar.com/opinion/editorials/2018/06/27/governments-must-act-now-to-head-off-backlash-against-migrants.html;Canada;60.0;-95.0;0.0;neutral
"migrant children are not accounted for with the same efficiency as property.""";http://freebeacon.com/issues/judge-orders-trump-administration-reunify-immigrant-families/;Mexico;23.0;-102.0;0.0;neutral
migrants who are returned to the lawless and violence-wracked north African country face further violence, charities say.;https://www.yahoo.com/news/france-italy-deflect-blame-migrant-row-rescue-charities-171239264.html;Central African Republic;7.0;21.0;0.0;neutral
refugee drama is unresolved.;https://www.newstatesman.com/world/europe/2018/06/great-survivor-s-last-stand;Germany;51.0;9.0;0.0;neutral
migrants are less likely to commit crimes than native- born Americans.;http://www.whsv.com/content/news/refugee-center-director-on-why-immigrants-enter-us-without-permission-486617661.html;Mexico;23.0;-102.0;-0.083;negative
Refugee Resettlement are assigned clinicians and case managers to help them deal with the issues they are facing.;https://www.politico.eu/article/migrant-children-border-separation-doctors-say-separated-from-their-parents-will-face-lasting-ills/;Mexico;23.0;-102.0;0.0;neutral
migrant children, not prosecute them;https://www.usatoday.com/story/opinion/2018/06/27/former-ice-lawyer-defend-immigrant-children-parents-family-separation-column/730859002/;United States;38.0;-97.0;0.0;neutral
migrants are hardworking and make positive contributions to our society while filled with gratitude for the safe haven America provided them.;http://hungarianfreepress.com/2018/06/27/supporting-immigrants-a-letter-from-refugees-of-the-1956-hungarian-revolution/;United States;38.0;-97.0;0.376;positive
migrants are most likely to enter the EU, and those, like Germany and Austria, more worried about migrants traveling between countries.;https://www.politico.eu/article/italy-immigration-debate-facts-dont-matter/;Austria;47.33;13.33;0.333;positive
migrant children is a winning issue.;http://www.ukiahdailyjournal.com/general-news/20180627/from-the-desk-of-presidents-bullying-turns-on-an-easy-target-immigrant-children;Mexico;23.0;-102.0;0.5;positive
Refugee Resettlement is now on pace to reach less than half of that total, according to news reports.;https://www.csindy.com/coloradosprings/refugee-program-cuts-take-a-toll-on-colorados-resettlement-agencies/Content?oid=13322256;Iraq;33.0;44.0;-0.111;negative
refugee applications are being considered.;https://www.bbc.co.uk/news/world-europe-44637569;Ireland;53.0;-8.0;0.0;neutral
migrant families are housed defies any sense of logic and human decency,” Gov.;http://www.westmilfordmessenger.com/apps/pbcs.dll/article?AID=/20180620/NEWS01/180629997/0/FEATURES03/Updated:-President-Trump-signs-order-to-end-policy;United States;38.0;-97.0;0.0;neutral
asylum seekers are primarily from Sudan (9%), but also—in order by share--from Ethiopia, Egypt, Eritrea and elsewhere, this report will refer to the latter group as ‘refugees of Other Nationalities‘.;https://reliefweb.int/report/lebanon/vulnerability-assessment-refugees-other-nationalities-lebanon-2017;Egypt;27.0;30.0;0.092;positive
migrants are fleeing to the U.S.;https://www.newstalkflorida.com/featured/democrats-avoid-blowback-while-refusing-to-sign-onto-any-bill-that-fixes-broken-immigration-system/;United States;38.0;-97.0;0.0;neutral
refugees are living in motels rented out by the city, and even those are reaching full capacity.;https://www.theepochtimes.com/toronto-seeks-ottawas-help-to-house-influx-of-refugee-claimants_2575264.html;United States;38.0;-97.0;0.35;positive
refugees who are here, Batar said where they once had hope, now there isn’t.;https://www.sltrib.com/news/2018/06/27/supreme-court-upholds/;Honduras;15.0;-86.5;0.0;neutral
Refugee resettlements are down 68 percent, from 2,390 two years ago.;https://www.courier-journal.com/story/news/2018/06/27/trump-travel-ban-separates-louisville-refugee-families/734959002/;Kenya;1.0;38.0;-0.156;negative
refugees are kept in inhuman conditions in overcrowded refugee camps in Greece and Turkey routinely resorts to violence;http://www.transconflict.com/2018/06/can-europe-save-turkey-from-sliding-into-authoritarianism-226/;Turkey;39.0;35.0;0.0;neutral
migrants are the engine that keeps this community alive.”;https://www.counterpunch.org/2018/06/27/what-makes-american-towns-thrive/;United States;38.0;-97.0;0.1;positive
migrants are held in and said that we should be more critical of the parents who make the journey to seek asylum in the United States than we are of American immigration policy.;https://www.alternet.org/news-amp-politics/its-legal-seek-asylum-cnn-guests-tear-trump-supporter-defending-attacks;United States;38.0;-97.0;0.167;positive
refugees do not see a solution to their plight on the horizon,” Krahenbuhl said at a briefing before the conference.;https://www.jewsnews.co.il/2018/06/27/after-trump-slashes-funding-for-the-un-they-are-now-begging-the-world-for-money-to-help-the-palestinians.html;Israel;31.5;34.75;0.0;neutral
refugee status are being considered.;https://www.rte.ie/news/2018/0627/973666-asylum-seekers-employment/;Ireland;53.0;-8.0;0.0;neutral
migrants is anathema to the usually flexible Merkel as it would undermine her open-door migrant policy and be a major setback to the EU’s Schengen open border system.;https://indianexpress.com/article/world/germany-optimistic-about-eu-lifeline-for-chancellor-angela-merkel-5236346/;Luxembourg;49.75;6.17;-0.062;negative
migrants are U.S. citizens.;http://dailycaller.com/2018/06/26/japanese-american-internment-different-from-separating-child-migrants/;Honduras;15.0;-86.5;0.0;neutral
migrants are the backbone of a number of industries, from agriculture to health care.;https://www.economist.com/open-future/2018/06/27/the-tyranny-of-immigration-data-in-europe;Serbia;44.0;21.0;0.0;neutral
migrant children are living.;https://www.expressnews.com/news/local/article/Unclear-math-HHS-has-2-047-children-full-US-13028994.php;United States;38.0;-97.0;0.0;neutral
migrant numbers are down;https://www.nytimes.com/2018/06/27/world/europe/donald-tusk-trump-eu.html;Italy;42.83;12.83;-0.156;negative
refugees are living within it's borders?;https://www.worldreligionnews.com/religion-news/pope-francis-urging-nations-open-borders-many-refugees-possible;Libya;25.0;17.0;0.0;neutral
migrants is part of a statewide initiative that involves recruiting attorneys, law school students and interpreters.;https://www.timesunion.com/news/article/Dozens-of-immigrants-being-housed-at-Albany-13027937.php;United States;38.0;-97.0;0.0;neutral
migrant visas are suspended for nationals of Libya and Yemen.;https://www.niacouncil.org/need-know-trumps-muslim-ban-scotus/;Yemen;15.0;48.0;0.0;neutral
migrants who are already registered in other EU countries at the German border.;http://voiceofvienna.org/2018/06/27/austria-conducts-anti-migrant-border-exercise-in-show-of-defiance-against-angela-merkel/;Ukraine;49.0;32.0;-0.062;negative
migrants are coming to an official border crossing, or “front door,” and waiting patiently to make asylum claims, Reuters reported.;https://world.wng.org/content/borderline;Mexico;23.0;-102.0;0.0;neutral
asylum seekers and are instead being treated as criminals,” said Sirine Shebaya, a civil rights lawyer.;https://www.msn.com/en-us/music/news/mexico-e2-80-99s-volaris-airlines-offers-free-flights-to-reunite-separated-children-and-families/ar-AAzfXt8;Mexico;23.0;-102.0;0.0;neutral
migrants are being held in other private federal prisons in the state, under the custody of U.S.;http://nmindepth.com/2018/06/27/nm-may-become-among-first-states-to-seek-oversight-on-immigration-detention-centers/;United States;38.0;-97.0;-0.062;negative
migrants is similar to a Nazi policy.;https://www.bangkokpost.com/opinion/postbag/1493690/cops-know-it-all;France;46.0;2.0;0.0;neutral
