sentence;url;place;lat;lon;sentiment_score;sentiment
refugee children are future leaders on whom we will all depend for peace, why are 75% of them unable to access secondary education?;https://www.thestar.com/opinion/contributors/2018/06/06/gender-equality-must-be-a-g7-priority.html;Canada;60.0;-95.0;-0.267;negative
refugee communities are now perfectly integrated with host communities,' Angemi said.;https://www.bignewsnetwork.com/news/257430820/un-ugandan-refugees-host-communities-equally-deprived;Uganda;1.0;32.0;1.0;positive
refugees are housed in neighbouring countries, the flow of people fleeing conflicts or poverty in Africa or the Middle East to Europe has empowered nationalist parties across the continent.;https://luxtimes.lu/world/34031-refugees-now-make-up-1-of-world-population;Central African Republic;7.0;21.0;0.0;neutral
migrants are being trapped in detention centers and sold into slavery, aid officials told a conference on modern-day slavery on Wednesday.;https://www.voanews.com/a/europe-accused-of-failing-migrants-in-libya-as-human-traffickers-thrive/4427614.html;Germany;51.0;9.0;-0.2;negative
refugees that are to open across Lebanon are meant to expand the capacity of the General Security to implement the policy changes adopted last year regarding the documentation and residency of these refugees.;https://www.al-monitor.com/pulse/originals/2018/06/lebanon-syrian-refugees-return-process.html;Lebanon;33.83;35.83;0.017;positive
refugees do not have leaders who can take up their demands.;https://www.frontline.in/other/letters/letters-to-the-editor/article10108253.ece;British Indian Ocean Territory;-6.0;71.5;0.0;neutral
migrants who are in Italy legally and speed up reviews of asylum petitions but made no mention of vows by League leader - and new interior minister - Matteo Salvini to expel 500,000 illegal migrants.;https://www.efe.com/efe/english/portada/italy-s-new-populist-gov-t-wins-full-parliamentary-backing/50000260-3641016;Italy;42.83;12.83;-0.055;negative
refugees are believed to be stuck at the border to Bangladesh.;http://www.dw.com/en/myanmar-and-un-sign-deal-on-steps-for-rohingya-return/a-44091239;Bangladesh;24.0;90.0;0.0;neutral
refugee populations, is actually quite distinct from the experience of trauma in other populations.;http://www.abc.net.au/news/2018-06-06/meet-the-abcs-top-5-scientists-for-2018/9839468;Australia;-27.0;133.0;0.058;positive
migrants is, in fact, for Governments to put in place more legal pathways for migration.”;https://www.zerohedge.com/news/2018-06-05/mass-migration-should-be-accepted-western-nations-un-secgen;United States;38.0;-97.0;0.35;positive
"Migrants are still a big issue for the Czech Republic,"" he asserts.";http://www.dw.com/en/czech-billionaire-andrej-babis-wheels-and-deals-a-government/a-44083463;Afghanistan;33.0;65.0;0.0;neutral
refugees was not discovered.;https://www.christies.com/features/Christo-towering-ambition-9248-1.aspx;United States;38.0;-97.0;0.0;neutral
migrants who are charged with improper entry — a misdemeanor for the first offense — are jailed and their children confiscated.;http://www.hoodrivernews.com/news/2018/jun/06/letters-editor-june-6/;Germany;51.0;9.0;0.25;positive
migrants are not worthy of basic respect explicitly because they are “animals.” Others argue that by entering a country illegally, one gives up the rights to family and freedom.;https://www.aol.com/article/news/2018/06/05/deportation-is-turning-pregnant-women-into-single-mothers/23451464/;Mexico;23.0;-102.0;-0.222;negative
migrants is now a Putin puppet.The League's economics policy chief;https://www.sott.net/article/387485-Italys-Salvini-slams-Soros-whos-profited-from-the-deaths-of-hundreds-of-people;Italy;42.83;12.83;0.0;neutral
migrants is coming to an end”.;https://www.opendemocracy.net/can-europe-make-it/hsiao-hung-pai/salvini-and-racist-immigration-policy-of-italy-s-new-government-is-giving-green-light;Italy;42.83;12.83;0.0;neutral
migrant children are reportedly nearing capacity, with NBC News reporting that children are being held in U.S. border stations for longer than 72 hours maximum allowed.;https://www.alternet.org/news-amp-politics/un-issues-sharp-rebuke-trump-administrations-unlawful-family-separations;Honduras;15.0;-86.5;0.0;neutral
refugee rights are all tied to women’s rights.;https://nation.com.pk/06-Jun-2018/women-s-voices-in-the-elections;Pakistan;30.0;70.0;0.0;neutral
migrant children are taken from their parents?;https://www.theguardian.com/us-news/2018/jun/06/ice-undocumented-pizza-delivery-deportation;Ecuador;-2.0;-77.5;0.0;neutral
migrants are murderers and rapists and drug dealers, that all 11 million undocumented should be rounded up.;https://deadline.com/2017/02/uta-rally-jodie-foster-gavin-newsom-keegan-michael-key-1201970213/;Mexico;23.0;-102.0;0.0;neutral
Refugee Resettlement) is going to, rightfully so, have their own standards,” said Linda Rivas, Jocelyn’s attorney and the executive director of Las Americas Immigrant Advocacy Center in El Paso.;https://www.texasmonthly.com/politics/mother-son-reunited-months-separation-immigration-authorities/;United States;38.0;-97.0;0.25;positive
refugees are not a burden as some people think, but that they can be contributors in our societies — not only in terms of income-generation, but also in environmental protection,” she said.;https://www.the-star.co.ke/news/2018/06/07/dadaab-refugees-take-up-war-on-plastic-waste_c1768359;Kenya;1.0;38.0;0.0;neutral
refugees are not a burden as some people think;http://timesofoman.com/article/135980/Opinion/Columnist/Somali-refugees-turn-plastic-waste-warriors-in-one-of-worlds-biggest-camps;Kenya;1.0;38.0;0.0;neutral
refugee who is the director of the college’s new Program for Asian American Student Advancement, had no intention of letting her flounder.;https://www.wral.com/at-middlesex-community-college-extra-help-for-asian-students/17607845/;United States;38.0;-97.0;0.045;positive
refugee crisis is a large one, and when studying the theories behind refugeeism it is easy to lose sight of the humanness of the refugee problem,” she says.;https://www.afar.com/magazine/the-world-opens-its-kitchens-to-displaced-chefs-for-the-refugee-food-festival;Myanmar;22.0;98.0;0.083;positive
asylum seekers are currently residing in a camp built for 3,000 — not to mention the constant threat of abuse.;http://www.taipeitimes.com/News/editorials/archives/2018/06/07/2003694449;Nauru;-0.53;166.92;0.0;neutral
refugees – are deprived of basic services like water, sanitation and shelter.;http://www.busiweek.com/refugee-hosting-districts-in-uganda-still-lack-basic-services/;Uganda;1.0;32.0;0.0;neutral
asylum seekers are now waiting an average of 18 to 20 months to complete the first interview in the application process.;http://www.thejournal.ie/housing-issues-asylum-ireland-4055290-Jun2018/;Ireland;53.0;-8.0;0.067;positive
migrant children.”“Detention is never in the best interests of the child and always constitutes a child rights violation;https://www.thenews.com.pk/print/326237-us-must-stop-separating-migrant-children-from-parents-un;United Kingdom;54.0;-2.0;1.0;positive
migrants are fleeing persecution in their native countries;http://www.ukiahdailyjournal.com/opinion/20180606/the-rant-defending-the-indefensible;Honduras;15.0;-86.5;0.0;neutral
refugees - are deprived of basic services like water, sanitation and shelter.;https://reliefweb.int/report/uganda/child-poverty-and-deprivation-refugee-hosting-areas-evidence-uganda;Uganda;1.0;32.0;0.0;neutral
migrants are routinely abused by smugglers and other criminals;https://www.aljazeera.com/news/2018/06/scores-ethiopians-drown-boat-en-route-yemen-180606191332679.html;Israel;31.5;34.75;-0.125;negative
refugees did not use Port Elizabeth or Cape Town as their ports of entry.;https://www.sowetanlive.co.za/news/south-africa/2018-06-06-gigaba-must-explain-why-refugee-centres-have-not-been-opened-da/;South Africa;-29.0;24.0;0.0;neutral
migrants are guaranteed a place to stay thanks to newly built accommodation.;http://www.gistmania.com/talk/topic,359753.0.html;French Southern Territories;-43.0;67.0;0.168;positive
refugees and are dying in those camps for lack of food and proper medical care as their land is taken over by herdsmen.”;http://thenationonlineng.net/reps-to-nsc-rescind-your-decision-on-anti-open-grazing-law/;Nigeria;10.0;8.0;0.0;neutral
asylum seeker is allowed to stay in the United States permanently.;https://www.fwweekly.com/2018/06/06/tightening-the-screws/;Mexico;23.0;-102.0;0.0;neutral
migrants are the most educated demographic in the USA, many Nigerians perform well academically in the UK).;http://www.nairaland.com/4545073/germany-deport-30000-nigerians-abike;United States;38.0;-97.0;0.5;positive
refugees are a new category.;https://www.economist.com/europe/2018/06/06/bosnias-politicians-are-arguing-about-a-mysterious-wave-of-arrivals;Iran, Islamic Republic of;32.0;53.0;0.136;positive
