sentence;url;place;lat;lon;sentiment_score;sentiment
migrants are often transient.;http://www.infomigrants.net/en/post/9877/migrants-urged-to-vaccinate-against-infectious-diseases;Germany;51.0;9.0;0.0;neutral
refugees who are being resettled in Canada diminish significantly.;http://www.voiceonline.com/conservatives-will-increase-the-ratio-of-lgbt-refugees-that-canada-welcomes/;Canada;60.0;-95.0;0.375;positive
refugee law is respected.;http://www.4-traders.com/news/UN-United-Nations-Daily-Press-Briefing-by-the-Office-of-the-Spokesperson-for-the-Secretary-General--26764934/;Madagascar;-20.0;47.0;0.0;neutral
migrant parents are committing crimes by unlawfully sneaking into our country, crimes must be prosecuted, criminal prosecutions result in parents going to jail, and generally speaking;https://www.mysanantonio.com/opinion/commentary/article/No-we-don-t-treat-immigrants-as-we-do-other-12992110.php;United States;38.0;-97.0;-0.15;negative
asylum seekers are fleeing – from intervention during the civil wars in El Salvador and Nicaragua in the 1980s;https://jewschool.com/2018/06/170915/choking-those-yearning-to-breathe-free/;Nicaragua;13.0;-85.0;0.0;neutral
"migrants are coming from,"" Rodríguez said.";https://www.elpasotimes.com/story/news/immigration/2018/06/12/trump-immigration-asylum-seeker-rules-harmful-el-paso-lawmakers-say/695210002/;United States;38.0;-97.0;0.0;neutral
refugee camp is Italy.;https://sputniknews.com/analysis/201806131065355152-italy-journalist-italy-migrant-crisis-/;Italy;42.83;12.83;0.0;neutral
migrants and is now heading to Spain, escorted by two Italian ships.;http://ewn.co.za/2018/06/13/italy-summons-french-envoy-as-migration-row-escalates;Spain;40.0;-4.0;0.0;neutral
asylum seeker is a Bashar, it goes without saying.;https://cis.org/Rush/Horrendous-Crime-Germany-Highlights-Asylum-Loopholes;Germany;51.0;9.0;0.0;neutral
refugee flows are, if not quite the rule, no longer the exception.;http://allafrica.com/stories/201806130002.html;South Sudan;15.0;30.0;0.0;neutral
migrants we are willing to welcome in our country;http://www.bostonglobe.com/metro/2018/06/13/cardinal-malley-decries-trump-immigration-policies-says-family-separation-terrorizes-children/a0GpZ6Zomjbdx0nzDG3w4N/story.html;United States;38.0;-97.0;0.525;positive
refugees is also consistently too far removed from the ‘consciousness of the west' as their stories fail to be told in Western news and media.;http://www.globalissues.org/news/2018/06/13/24271;Norway;62.0;10.0;-0.038;negative
Refugee Resettlement is responsible for the care of thousands of migrant children held without an adult.;https://www.houstonpublicmedia.org/articles/shows/houston-matters/2018/06/13/290763/texas-military-bases-considered-for-housing-migrant-children/;United States;38.0;-97.0;0.15;positive
migrants are facing while in custody is atrocious: a lack of sanitation, respect, medical care, water and more, in addition to being separated from their children.;http://sdcitybeat.com/news-and-opinion/cityweek/cityweek-the-real-immigration-debate/;Mexico;23.0;-102.0;-0.067;negative
refugees are expected to take them in for processing.;https://newsone.com/3809465/african-refugee-boat-italy/;Germany;51.0;9.0;-0.1;negative
refugees - are set to leave northeast Lebanon where they have been living in makeshift camps.;https://www.aljazeera.com/news/2018/06/lebanons-syrian-refugees-hope-home-warnings-180613161138636.html;Lebanon;33.83;35.83;0.0;neutral
refugee camp is not.”;https://lasentinel.net/spain-gives-safe-harbor-to-629-africans-stranded-at-sea.html;Malta;35.83;14.58;0.0;neutral
refugees are buried separately from Muslim refugees at the Agios Panteleimonas cemetery in Mytilene;https://www.independent.co.uk/news/world/europe/eu-border-control-spending-refugee-crisis-austria-coast-guard-mediterranean-a8397176.html;Macedonia, Republic of;41.83;22.0;0.0;neutral
refugees who are escaping persecution in their home country, while 57% agree and only 17% disagreed that people from Syria should be allowed to come to Northern Ireland.;https://www.amnesty.org.uk/press-releases/northern-ireland-levels-racism-should-shock-us-our-core-says-amnesty;United Kingdom;54.0;-2.0;0.0;neutral
refugees are estimated to be living in areas that are vulnerable to landslides, floods, or both.;https://reliefweb.int/report/bangladesh/monsoon-rains-batter-bangladesh-rohingya-refugee-settlements;Spain;40.0;-4.0;-0.5;negative
migrant is one who leave everything back and lives forever on a new land he discovers – MQM Founder Leader.;http://www.mqm.org/englishnews/40783/pakistan-lacks-to-treat-all-ethno-cultural-entities-same-refusing-to-recognise-mohajirs-is-tantamount-to-negating-pakistan-altaf-hussain;Saudi Arabia;25.0;45.0;0.068;positive
migrants who are not eligible to claim asylum in the EU or whose applications have been rejected.;https://www.b92.net/eng/news/world.php?yyyy=2018&mm=06&dd=13&nav_id=104387;Serbia;44.0;21.0;0.0;neutral
refugee camp is 17 years and so clearly temporality is not the norm.”;https://architectureau.com/articles/providing-shelter-and-dignity-phoebe-goodwin-on-architecture-and-humanitarianism/;Australia;-27.0;133.0;0.1;positive
refugees are not allowed to demonstrate their crafts as they aren’t recognised for the jobs they’re qualified for in their home countries.;http://www.eatout.co.za/article/international-refugee-food-festival-comes-south-africa-week-long-cape-town-event/;United States;38.0;-97.0;0.0;neutral
Migrants are seen after being rescued by MV Aquarius, a search and rescue ship run in partnership between SOS Mediterranee and Medecins Sans Frontieres in the central Mediterranean Sea, June 12, 2018.;https://www.reuters.com/article/us-europe-migrants-france-italy/france-says-aware-of-migration-burden-on-italy-signals-leaders-still-to-meet-idUSKBN1J91DS;Italy;42.83;12.83;0.0;neutral
Asylum seekers are being forced to run a gauntlet of obstacles in their efforts to seek safe haven.;http://immigrationimpact.com/2018/06/13/asylum-seekers-domestic-violence-gangs-hurdles-protection/;Honduras;15.0;-86.5;0.05;positive
migrant boat is aimed at forcing other European states to help bear the strain.;https://www.sbs.com.au/news/echoes-of-tampa-crisis-as-italy-rejects-rescue-boat;Malta;35.83;14.58;-0.062;negative
refugees are passing through is unimaginable!;http://nigerianobservernews.com/2018/06/lets-build-bridges-and-not-walls-world-refugee-day/;Israel;31.5;34.75;0.0;neutral
asylum seekers are being brought to a federal prison.”;https://www.opb.org/news/article/asylum-seeker-immigrants-prison-oregon-washington/;United States;38.0;-97.0;0.0;neutral
refugees are coming their way, but frankly most of them are in countries like Kenya and yet they’re invisible.;https://thenerveafrica.com/19503/tedxkakumacamp-showcases-resilience-and-redefines-what-it-means-to-be-a-refugee/;Kenya;1.0;38.0;0.5;positive
refugees are facing.;http://www.unhcr.org/news/stories/2018/6/5b1f88814/iftar-meal-brings-spirit-ramadan-refugees-bangladesh.html;Bangladesh;24.0;90.0;0.0;neutral
migrant children are being held at HHS shelters, which are now 95 percent full.;http://www.desdemonadespair.net/2018/06/trump-looking-to-erect-tent-cities-to.html;United States;38.0;-97.0;0.35;positive
refugees that are being served by ORR pass-through money.”;https://www.wfdd.org/story/new-asylum-statute-ruling-impacts-local-immigration-lawyers;United States;38.0;-97.0;0.0;neutral
migrants are lower than those by U.S. citizens;https://www.hcn.org/articles/politics-fortifying-freedom-at-the-western-conservative-summit-in-denver;United States;38.0;-97.0;0.0;neutral
refugees are there because they were persecuted for their sexual and/or gender identity in their home countries.;https://www.gaystarnews.com/article/meet-the-people-behind-the-first-pride-at-a-refugee-camp-in-kenya/;Kenya;1.0;38.0;0.5;positive
refugees ships are turned away by the Italians?;http://saudigazette.com.sa/article/536903/Opinion/Editorial/Spains-generosity-is-Italys-shame;Italy;42.83;12.83;0.0;neutral
