sentence;url;place;lat;lon;sentiment_score;sentiment
migrants who are adrift aboard a rescue ship in the Mediterranean and waiting to find out if they will be allowed to dock in a port soon.;https://abcnews.go.com/International/migrants-rescue-ship-left-adrift-italy-malta-standoff/story?id=55806596;Malta;35.83;14.58;0.0;neutral
refugees were not a security threat.;http://www.atimes.com/rohingya-deserve-non-violent-leadership/;Bangladesh;24.0;90.0;0.0;neutral
refugees want is good education,”Mary told CGTN on the sidelines of the event.;https://howafrica.com/first-ever-tedx-event-at-refugee-camp-held-in-kenya/;Poland;52.0;20.0;0.7;positive
refugees are taken seriously.;http://www.freerepublic.com/focus/f-bloggers/3662237/posts;Malta;35.83;14.58;-0.333;negative
refugee camps are planning to move back inside Burma due to difficulties in keeping schools open.;http://karennews.org/2018/06/funding-cuts-force-refugee-camp-education-programs-to-close-others-struggle-to-survive/;Myanmar;22.0;98.0;-0.042;negative
refugees who are making changes all over the world.;https://www.dailysabah.com/life/2018/06/12/first-tedx-conference-held-in-refugee-camp-teaches-hope;Kenya;1.0;38.0;0.0;neutral
"refugee camp is not.""";https://www.bbc.co.uk/news/world-europe-44441386;Germany;51.0;9.0;0.0;neutral
refugee camp is not,” he said on Facebook.;https://qz.com/1302123/italy-blocks-migrant-ship-ms-aquarius/;Italy;42.83;12.83;0.0;neutral
migrants is the first sign of the new government’s hardened stance on immigration.;http://www.hurriyetdailynews.com/spain-offers-to-take-in-stranded-migrant-ship-133116;Germany;51.0;9.0;0.193;positive
migrants are on board the Aquarius after they were rescued at sea;https://www.msn.com/en-au/news/world/italy-shuts-ports-to-629-rescued-migrants/ar-AAytMYj;Italy;42.83;12.83;0.0;neutral
asylum seekers are “gaming” the US immigration system, and this move is seemingly designed to prevent that.;https://www.businessinsider.com.au/asylum-seekers-domestic-gang-violence-jeff-sessions-trump-2018-6;United States;38.0;-97.0;0.0;neutral
migrants are crowded on the Aquarius rescue ship (AFP Photo/Karpov);https://www.yahoo.com/news/rules-apply-migrants-rescued-sea-153413152.html;Switzerland;47.0;8.0;0.0;neutral
migrants are self-selected;https://www.bloomberg.com/view/articles/2018-06-11/chile-faces-latin-america-s-migrant-future;France;46.0;2.0;0.0;neutral
migrant workers are known to work legally in Malaysia (about 12 percent of its labor force).;http://www.thejakartapost.com/academia/2018/06/11/employing-refugees-in-indonesia-is-it-possible.html;Malaysia;2.5;112.5;0.2;positive
migrant children are being expelled to Niger as countries across Europe and North Africa seek to curtail irregular migration;http://www.ekklesia.co.uk/node/26070;Niger;16.0;8.0;0.0;neutral
migrant offices are swamped, as the union police chief reports.;https://spectator.org/germanys-immigration-angst-deepens/;Germany;51.0;9.0;0.0;neutral
migrants are welcome here!”;http://www.rutlandherald.com/articles/rutland-march-protests-immigration-policy/;United States;38.0;-97.0;1.0;positive
migrants are being detained in the Rio Grande Valley, records show.;http://www.ktsm.com/news/local/el-paso-news/they-just-took-them-frantic-parents-separated-from-their-kids-fill-courts-on-the-border/1231367551;Mexico;23.0;-102.0;0.0;neutral
migrants are 400 migrants rescued by Italy’s coast guard and navy and private cargo ships.;http://www.wbal.com/article/318665/130/migrants-remain-at-sea-as-italy-malta-standoff-escalates;Italy;42.83;12.83;0.0;neutral
refugees that are here, when something like this happens”.;http://voiceofvienna.org/2018/06/12/angela-merkel-calls-for-stricter-immigration-rules-and-faster-deportation/;Germany;51.0;9.0;0.0;neutral
asylum seeker and not an economic migrant.;https://www.iol.co.za/the-star/opinion-analysis/is-this-the-heartless-hard-hearted-way-sa-treats-refugees-15419274;South Africa;-29.0;24.0;0.2;positive
migrants are stable for now but that food and water on the ship would run out by Monday night.;https://www.belfasttelegraph.co.uk/news/world-news/spain-offers-to-take-in-migrant-ship-amid-italymalta-standoff-36998190.html;Germany;51.0;9.0;0.0;neutral
migrants which is stranded in the Mediterranean as the two countries refuse to allow them ashore.;https://www.today.ng/news/world/italy-malta-pressure-stranded-migrant-boat-121567;Germany;51.0;9.0;0.0;neutral
asylum seekers (there are about 3000 per year) it is primarily workers, either EU citizens or others with visas sought for them by employers.;http://www.thepropertypin.com/./viewtopic.php?f=4&p=934112;United Kingdom;54.0;-2.0;0.4;positive
refugees are much-needed “youth injections” in host countries that contribute positively to social security schemes.;https://themarketmogul.com/west-must-catch-africa/;Central African Republic;7.0;21.0;0.033;positive
refugees are organised in Block and Camp Committees with elected representatives.;https://reliefweb.int/report/bangladesh/thematic-report-june-2018-rohingya-crisis-governance-and-community-participation;United States;38.0;-97.0;0.0;neutral
refugees should not be forced to settle in countries where they don’t want to go.”;https://counterjihadreport.com/2018/06/10/eu-in-existential-crisis-everything-that-could-go-wrong-has-gone-wrong-says-soros/;Germany;51.0;9.0;-0.3;negative
"refugee camp is not,"" Salvini wrote on Facebook on Monday.";https://www.aljazeera.com/news/2018/06/spain-offers-aquarius-ship-carrying-600-refugees-180611133533958.html;Tunisia;34.0;9.0;0.0;neutral
"refugee camp is not,"" Mr Salvini wrote on Facebook yesterday.";https://www.straitstimes.com/world/europe/spain-offers-safe-port-for-stranded-migrant-rescue-ship;Italy;42.83;12.83;0.0;neutral
"migrants is ""anything but clear,"" however Brussels says both parties are obliged to cooperate to resolve the matter.";http://www.independent.com.mt/articles/2018-06-11/local-news/Migrants-stranded-Malta-says-Italy-going-against-international-rules-6736191457;Belgium;50.83;4.0;0.1;positive
migrants is stranded in the Mediterranean after Italy’s new interior minister refused permission for it to dock.;http://www.marsecreview.com/2018/06/migrants-blocked/;Italy;42.83;12.83;0.136;positive
migrants are held on high bonds or denied parole.;https://thinkprogress.org/protesters-demand-release-asylum-seekers-san-diego-detention-53e963a78a50/;Mexico;23.0;-102.0;0.16;positive
asylum seekers are granted permanent entry into the United States.;https://www.nytimes.com/2018/06/11/us/politics/sessions-domestic-violence-asylum.html;United States;38.0;-97.0;0.0;neutral
migrants are unaccompanied minors, and others are suffering from hypothermia.;https://www.teenvogue.com/story/international-dispute-italy-malta-stranded-over-600-refugees-mediterranean-sea;United States;38.0;-97.0;0.0;neutral
migrants are underrepresented in media and are often portrayed as criminals.;https://www.dailyemerald.com/2018/06/11/new-uo-club-explores-what-it-means-to-be-american/;United States;38.0;-97.0;0.0;neutral
migrant children are being expelled to Niger, UNICEF has warned.;http://www.infomigrants.net/en/post/9806/unicef-increase-in-migrant-children-expelled-to-niger;Niger;16.0;8.0;0.0;neutral
"refugee camp is not,"" said Matteo Salvini, Italy's interior minister and leader of the right-wing League Party.";https://www.usatoday.com/story/news/world/2018/06/11/aquarius-migrants-ship-italy-malta-spain/689878002/;Italy;42.83;12.83;0.0;neutral
migrants is the first sign of the new government's hardened stance on immigration.;https://www.rappler.com/world/regions/europe/204702-spain-offers-take-in-stranded-migrant-ship;Germany;51.0;9.0;0.193;positive
"asylum seekers are ""gaming"" the US immigration system, and this move is seemingly designed to prevent that.";http://www.businessinsider.com/asylum-seekers-domestic-gang-violence-jeff-sessions-trump-2018-6;United States;38.0;-97.0;0.0;neutral
asylum seekers are being told there isn’t enough room to process them on the American side of the border.;https://www.newyorker.com/news/news-desk/the-trump-administration-is-completely-unraveling-the-us-asylum-system;Mexico;23.0;-102.0;0.0;neutral
migrants who are displaced by our retreat.;https://winteryknight.com/2018/06/11/german-refugee-rapes-and-murders-14-year-old-girl-before-fleeing-home-to-iraq/;United Kingdom;54.0;-2.0;0.0;neutral
migrants are still at sea, two days after they were saved in several intense rescue operations off the coast of Libya.;http://miami.cbslocal.com/2018/06/11/spain-migrants-italy-turned-away/;Italy;42.83;12.83;0.1;positive
refugee resettlement is a solution for only a small portion of people.;https://www.sfgate.com/bayarea/article/Once-a-haven-for-refugees-California-sees-12984864.php?t=368c1eb0f1;Iraq;33.0;44.0;-0.125;negative
migrants are youths who are high school and university graduates.;http://allafrica.com/stories/201806110720.html;Ethiopia;8.0;38.0;0.16;positive
migrants is stranded in the Mediterranean after Italy's new Interior Minister refused permission for it to dock.;http://www.dailynews.lk/2018/06/11/world/153559/italys-matteo-salvini-shuts-ports-migrant-rescue-ship;Italy;42.83;12.83;0.136;positive
refugees are at risk as monsoon rains hammer their camps in Bangladesh.;https://weather.com/news/news/2018-06-11-bangladesh-rohingya-refugees-monsoon-rains;Bangladesh;24.0;90.0;0.0;neutral
refugees who are building new lives in your community.;https://www.rescue.org/article/where-celebrate-world-refugee-day-2018;United States;38.0;-97.0;0.136;positive
refugees onboard are pregnant;http://www.dw.com/en/spain-will-accept-migrant-ship-aquarius-after-italy-and-malta-refuse-entry/a-44150793;Germany;51.0;9.0;0.333;positive
migrants is unworkable and risks fomenting racism and politicising a humanitarian issue.;http://www.brudirect.com/news.php?id=48633;Germany;51.0;9.0;0.0;neutral
refugee is educating the whole world.;http://www.dw.com/en/african-refugees-success-stories/a-44156803;United States;38.0;-97.0;0.2;positive
refugee camp are preparing to celebrate Pride on June 16, thanks to $1,500 worth of financial help from individual donors abroad and in Kenya.;https://76crimes.com/2018/06/11/lgbti-ugandans-prepare-for-pride-in-refugee-camp/;Kenya;1.0;38.0;0.125;positive
migrant is seeking asylum.;https://www.msn.com/en-us/news/politics/cruz-defends-trump-policy-of-family-separation/ar-AAyvRwT;United States;38.0;-97.0;0.0;neutral
migrants is a gray area.;https://www.courthousenews.com/italy-closes-its-borders-to-refugees-turns-away-629-on-ship/;Malta;35.83;14.58;0.0;neutral
migrants who are either held in smuggler-run camps in Libya or sent back there from failed attempts to reach Europe are grim.;https://news.sky.com/story/italy-shuts-ports-to-rescue-ship-carrying-over-600-migrants-11401125;Malta;35.83;14.58;-0.5;negative
asylum seekers is no solution, while potentially violating binding EU rules and being just plain cruel.;https://human-wrongs-watch.net/2018/06/11/italys-dangerous-direction-on-migration/;Germany;51.0;9.0;-0.405;negative
migrants would not be obliged to risk their lives crossing the Sahara desert and the cruel Mediterranean Sea to apply for asylum;http://www.independent.com.mt/articles/2018-06-11/local-news/PD-is-for-a-workable-solution-to-migration-based-on-principled-values-6736191477;Central African Republic;7.0;21.0;-1.0;negative
migrants who are considered to be “vulnerable” such as unaccompanied minors;https://reliefweb.int/report/greece/snapshot-greek-islands-mdm-may-2018-enel;Greece;39.0;22.0;-0.25;negative
migrants are told their kids are going to be taken away briefly to bathe, and then it dawns on them hours later they aren’t coming back.” The claims have yet to be substantiated by additional sources.;https://www.inquisitr.com/4936418/migrants-told-their-children-are-being-taken-away-briefly-to-bathe-then-separated-permanently-report-claims/;United States;38.0;-97.0;0.0;neutral
refugees does not work, according to the Presidents of the Greens/EFA group in the European Parliament, Ska Keller and Philippe Lamberts, and European Green Party Co-Chair, Monica Frassoni:;https://www.greens-efa.eu/en/article/press/refugees-stranded-at-sea-shows-urgent-need-for-dublin-reform/;Italy;42.83;12.83;-0.067;negative
refugees is imperative.;https://www.timesofmalta.com/articles/view/20180611/editorial/italys-push-back-policy.681410;Italy;42.83;12.83;0.0;neutral
migrants are, why they come, and what it means for Europe.;https://fbkfinanzwirtschaft.wordpress.com/2018/06/11/five-myths-about-the-refugee-crisis/;Afghanistan;33.0;65.0;0.0;neutral
refugees are highly populated.;http://bianet.org/english/labor/198071-319-child-workers-lost-their-lives-since-2013;Turkey;39.0;35.0;0.16;positive
refugees are not formally registered.;http://www.arabnews.com/node/1319551;Afghanistan;33.0;65.0;0.0;neutral
refugees had not been fulfilled yet, noting that voluntary repatriation might not take place in safety and dignity.;http://www.presstv.com/Detail/2018/06/11/564691/Syria-UN-Moumtzis--Eastern-Ghouta-Idlib;Iran;32.0;53.0;0.0;neutral
refugees are waiting for Lebanon’s government to give them permission to return to Syria, in what would represent the most formal coordination of refugee returns between the two countries to date.;https://www.thenational.ae/world/mena/lebanese-foreign-minister-battles-unhcr-over-refugee-policy-on-return-1.739062;Lebanon;33.83;35.83;0.5;positive
Refugees are rescued by staff members of the Aquarius;http://www.presstv.com/Detail/2018/06/11/564674/European-Union-UNHCR-Italy-Malta-refugees-Aquarius;Italy;42.83;12.83;0.0;neutral
refugee and not an immigrant.;https://www.thenation.com/article/call-refugee-not-immigrant-viet-thanh-nguyen/;Vietnam;16.0;106.0;0.0;neutral
refugees who are willing to take state money and free housing, but unwilling to adapt to Italian culture.;https://www.prisonplanet.com/tommy-robinson-has-not-only-awakened-britain-but-nations-throughout-the-world.html;Italy;42.83;12.83;0.217;positive
migrants are stranded as entry into Italy is refused.;https://www.9news.com.au/national/2018/06/11/14/24/hundreds-of-migrants-refused-entry-into-italy;Italy;42.83;12.83;0.0;neutral
migrants who are actual criminals since the workers won’t be drawn here any longer.;http://www.gazettenet.com/Columnist-John-Sheirer-seeks-common-ground-on-immigration-18066950;Mexico;23.0;-102.0;0.0;neutral
refugee crisis is certain to become much worse.;https://human-wrongs-watch.net/2018/06/11/right-wing-politics-and-climate-change/;Greenland;72.0;-40.0;-0.093;negative
migrants is the first evidence of the new government’s hardened stance on immigration.;http://saudigazette.com.sa/article/536757/World/Europe/Spains-PM-offers-to-take-in-drifting-migrant-ship-as-Italy-Malta-refuse;Germany;51.0;9.0;0.193;positive
migrants who are victims of crimes perpetrated by the governments of their home countries will be considered eligible for asylum in the U.S.;http://theweek.com/speedreads/778354/imminent-murder-no-longer-qualifies-asylum-sessions-announces;United States;38.0;-97.0;0.0;neutral
"asylum seekers are ""gaming"" the U.S. system.";https://www.wgbh.org/news/national-news/2018/06/11/attorney-general-denies-asylum-to-victims-of-domestic-abuse-gang-violence;United States;38.0;-97.0;0.0;neutral
migrants who are unable to speak English.;https://www.huffingtonpost.com/entry/opinion-pacheco-asian-domestic-violence-help_us_5b1d20dde4b0adfb826a7ef7;United States;38.0;-97.0;-0.25;negative
refugees is told in Malta: Women, History, Books and Places.;https://www.theguardian.com/uk-news/2018/jun/11/mary-wilson-upset-by-undressed-nurses;Malta;35.83;14.58;0.0;neutral
migrant League is one of the two partners in the Italian government installed June 1.;http://www.xinhuanet.com/english/2018-06/12/c_137247024.htm;Italy;42.83;12.83;0.0;neutral
refugees and not all the other irregular immigrants.;https://sputniknews.com/analysis/201806111065313315-italy-migrants-ship/;Italy;42.83;12.83;-0.125;negative
refugees are rescued by the SOS Mediterranee organisation in the Mediterranean Sea, off the Libyan Coast, September 14, 2017.;http://quikdocs.com/2018/06/migrants-stranded-at-sea-amid-standoff-between-italy-and/;Malta;35.83;14.58;0.0;neutral
refugees are a recurring topic in Lebanon's political debate.;http://www.naharnet.com/stories/en/247205-nadim-gemayel-refugee-return-requires-coordination-with-syrian-govt;Lebanon;33.83;35.83;0.0;neutral
Migrants are rescued by crew members of the Aquarius search and rescue ship in the central Mediterranean Sea Credit: Karpov/Reuters More;https://www.yahoo.com/news/stranded-migrant-rescue-boat-apos-112249765.html;Germany;51.0;9.0;0.25;positive
migrants are reportedly requesting asylum in the EU country where they were first registered under the Dublin convention.;https://www.albawaba.com/news/french-police-evicts-300-migrants-stuffed-asylum-seekers-grande-synthe-camp-1144302;Ireland;53.0;-8.0;0.25;positive
Migrants are rescued by staff members of the MV Aquarius, a search and rescue ship in the central Mediterranean Sea;https://www.msn.com/en-gb/news/world/spain-offers-to-take-in-drifting-migrant-ship-aquarius/ar-AAyuX8b;Italy;42.83;12.83;0.0;neutral
asylum seekers are ‘gaming’ the U.S. system;https://www.houstonpublicmedia.org/articles/news/politics/immigration/2018/06/11/290371/attorney-general-denies-asylum-to-victims-of-domestic-abuse-gang-violence/;Mexico;23.0;-102.0;0.0;neutral
migrants are supposed to be taken to the closest country.;http://www.capetalk.co.za/articles/307227/libyan-migrants-should-be-taken-to-the-closest-country;Italy;42.83;12.83;0.0;neutral
migrants are all handed life jackets and, shortly afterwards, one of the dinghies founders, pitching 40 of those on board into the water;http://www.dailymail.co.uk/news/article-5832813/Migrants-stand-threaten-mutiny-Med.html;Germany;51.0;9.0;0.0;neutral
"refugee camp is not."".";http://www.allmediany.com/news/101983-rescue-boat-drifts-at-sea-as-italy-takes-anti-migrant-stance;Italy;42.83;12.83;0.0;neutral
refugees are displaced again after they return.;https://www.nrc.no/opinions-all/afghan-electorate-basic-needs-must-be-met-before-political-progress-can-be-ensured/;Norway;62.0;10.0;0.0;neutral
Refugee Council are also interested in availing ETS support for their info hubs.;https://reliefweb.int/report/bangladesh/cox-s-bazar-bangladesh-situation-overview-june-2018;United States;38.0;-97.0;0.25;positive
refugee are young people, the most productive members of the society.;http://allafrica.com/stories/201806110702.html;Norway;62.0;10.0;0.3;positive
asylum seeker who is definitely in danger, but for some other reason, is technically out of luck.;https://www.vox.com/2018/6/11/17450374/sessions-asylum-domestic-gang-violence;Honduras;15.0;-86.5;-0.042;negative
refugees are one of them,” Mosley said in addressing the Conservative Republican Club of Kingman shortly after being elected.;http://kdminer.com/news/2018/jun/10/rep-mosley-receives-legislative-scorecard/;United States;38.0;-97.0;0.0;neutral
"refugees it is receiving in light of the inaction of the international community and its inability to meet its ethical commitments towards the refugees and the countries hosting them.""";http://wam.ae/en/details/1395302694124;Saudi Arabia;25.0;45.0;0.2;positive
migrants are turning Italy into a giant refugee camp ignore the fact that sea arrivals so far this year have dropped to one-fifth of the level during the same period last year.;https://www.theguardian.com/commentisfree/2018/jun/11/italy-migrant-rescue-ship-standoff-aquarius;Italy;42.83;12.83;0.025;positive
refugees is fully funded, and;http://policyoptions.irpp.org/magazines/june-2018/canadas-response-rohingya-crisis-falls-short/;Myanmar;22.0;98.0;0.0;neutral
refugee women are all smiles while creating beautiful handcrafted jewellery.;https://www.thenews.com.pk/magazine/instep-today/328486-fnkasia-works-with-refugees-to-create-handcrafted-fashion;Myanmar;22.0;98.0;0.85;positive
asylum seekers are admitted into Lebanon through a seven-day visa, forcing the refugee to pay $200 to arrange for his short-lived stay.;https://aawsat.com/english/home/article/1297006/palestinian-refugees-syria-see-no-hope-yarmouk-camp-return;Lebanon;33.83;35.83;0.0;neutral
asylum seekers are “gaming” the U.S. system.;https://www.opb.org/news/article/npr-attorney-general-denies-asylum-to-victims-of-domestic-abuse-gang-violence/;United States;38.0;-97.0;0.0;neutral
asylum seekers who are “really acutely distressed and despairing” presenting to hospital emergency departments for mental health help.;https://www.theguardian.com/australia-news/2018/jun/12/i-didnt-know-how-to-survive-the-refugees-and-asylum-seekers-hit-by-coalition-cuts;Nauru;-0.53;166.92;0.25;positive
refugee issue] is a cost on Lebanon and has been stated as such by the World Bank and the United Nations.;http://www.executive-magazine.com/cover-story/the-essential-view;Lebanon;33.83;35.83;0.0;neutral
migrant families are being separated after coming to ports of entry and presenting themselves for asylum — thus following US law.;https://www.vox.com/2018/6/11/17443198/children-immigrant-families-separated-parents;United States;38.0;-97.0;0.0;neutral
migrants is stranded in the Mediterranean after Italy's new interior minister refused permission for it to dock.Matteo Salvini;https://www.gbcghana.com/1.11533484;Italy;42.83;12.83;0.136;positive
refugee camp is not.” In an effort to keep his country from looking like a rotten;https://boingboing.net/2018/06/11/italy-gives-boot-to-629-desper.html;Malta;35.83;14.58;0.0;neutral
migrants are now seeking other ways of crossing over to the UK, with some seeking a route through Spain.;http://rinf.com/alt-news/newswire/is-bilbao-the-new-calais-security-ramped-up-in-port-city-as-migrants-seek-to-board-uk-bound-ships-rt-uk-news/;Spain;40.0;-4.0;-0.125;negative
asylum seekers are cultural beings.”;http://www.thenational.scot/news/16281230.Paul_MacAlindin__The_award-winning_musician_helping_refugees/;Germany;51.0;9.0;0.1;positive
refugee is to court being accused of disloyalty to your country by some on the other side.;https://www.firstthings.com/web-exclusives/2018/06/solzhenitsyns-prophecy;Germany;51.0;9.0;-0.125;negative
refugee is unbelievable.';http://www.cbc.ca/news/canada/sudbury/help-after-vandalism-downtown-sudbury-1.4700855;Canada;60.0;-95.0;-0.25;negative
migrants who are currently on the Aquarius, after having been rescued from the Mediterranean by Doctors Without Borders (MSF) and Sos Mediterranée.;https://elpais.com/elpais/2018/06/11/inenglish/1528720717_398244.html;Italy;42.83;12.83;0.0;neutral
migrants are now charged in federal criminal court with illegally entering the country, a misdemeanor, before their cases proceed to administrative immigration court.;http://www.startribune.com/migrant-family-separations-bring-anguish-and-death/485083591/;Mexico;23.0;-102.0;-0.45;negative
migrants who are targeted by federal immigration agents.);http://www.asianjournal.com/immigration/immigration-news/trump-calls-some-criminal-undocumented-immigrants-animals-in-meeting-with-california-policymakers/;United States;38.0;-97.0;0.0;neutral
migrants are currently living in Bosnia.;http://www.infomigrants.net/en/post/9827/eu-pledges-1-5-million-euros-in-humanitarian-aid-for-migrants-in-bosnia;Bosnia and Herzegovina;44.0;18.0;0.0;neutral
refugee children are most exposed to sexual harassment;http://www.arabtimesonline.com/news/parents-urged-to-provide-advice-to-children-on-sexual-harassment/;Kuwait;29.34;47.66;0.5;positive
